Date,Open,High,Low,Close,Volume,Dividend
2019-01-02,118.89,124.59,118.28,123.35,2085800,0
2019-01-03,121.85,126.12,120.32,124.36,2896800,0
2019-01-04,125.85,129.57,125.31,128.55,2184600,0
2019-01-07,129.33,135.1,129.33,134.1,2860000,0
2019-01-08,135.52,137.18,133.67,135.86,2322600,0
2019-01-09,137.5,137.51,134.64,136.0,3339000,0
2019-01-10,131.03,132.41,129.5,131.61,3402100,0
2019-01-11,130.97,133.15,130.57,132.16,2949700,0
2019-01-14,136.64,145.0,135.38,139.73,7152000,0
2019-01-15,139.36,141.65,138.51,141.13,2619600,0
2019-01-16,142.36,143.25,141.37,142.24,1783500,0
2019-01-17,141.73,146.04,141.73,145.14,3012100,0
2019-01-18,147.52,152.18,147.07,152.07,3277100,0
2019-01-22,150.52,151.66,148.32,149.47,1828200,0
2019-01-23,151.43,151.73,147.75,149.85,1602100,0
2019-01-24,150.0,150.26,147.23,148.43,2033600,0
2019-01-25,150.0,152.81,148.43,151.89,1731700,0
2019-01-28,150.34,150.77,148.62,149.7,1417000,0
2019-01-29,149.83,149.93,147.81,148.95,1297400,0
2019-01-30,150.14,150.4,148.23,148.61,1380000,0
2019-01-31,148.31,148.93,146.31,147.81,2517100,0
2019-02-01,147.45,147.85,144.36,146.12,1749900,0
2019-02-04,145.34,147.45,144.68,146.64,1689800,0
2019-02-05,147.55,151.57,146.68,146.89,2138500,0
2019-02-06,146.96,147.27,143.47,145.76,1452900,0
2019-02-07,144.33,147.67,143.06,147.63,1803200,0
2019-02-08,147.13,150.0,147.0,148.62,1450400,0
2019-02-11,149.7,151.93,149.28,149.79,1509200,0
2019-02-12,150.86,157.55,150.57,157.32,4021900,0
2019-02-13,157.94,158.67,154.11,155.27,2090600,0
2019-02-14,153.51,156.42,152.35,154.85,1121000,0
2019-02-15,155.6,156.23,150.54,151.09,1925900,0
2019-02-19,149.18,149.8,145.53,147.57,2451500,0
2019-02-20,147.45,149.51,147.03,148.12,1396900,0
2019-02-21,147.47,149.11,147.05,148.11,977300,0
2019-02-22,148.7,149.36,147.5,149.26,966400,0
2019-02-25,150.12,151.51,148.05,148.54,1216900,0
2019-02-26,148.2,151.4,148.19,150.98,1469000,0
2019-02-27,150.0,152.15,149.05,150.56,1146300,0
2019-02-28,150.18,151.23,148.53,150.42,1234600,0
2019-03-01,152.56,153.95,150.19,151.38,1671900,0
2019-03-04,152.1,152.89,146.46,147.78,1450000,0
2019-03-05,148.07,149.68,147.45,148.9,983300,0
2019-03-06,149.6,150.23,147.66,149.09,805300,0
2019-03-07,148.37,148.92,146.42,147.7,1465100,0
2019-03-08,146.01,146.62,141.78,142.51,2785400,0
2019-03-11,143.0,145.54,142.35,145.29,2086500,0
2019-03-12,145.28,146.06,142.67,145.79,2090100,0
2019-03-13,146.15,147.71,145.25,145.41,1309800,0
2019-03-14,145.09,145.09,141.01,144.18,2284200,0
2019-03-15,145.23,145.48,141.55,141.79,2251100,0
2019-03-18,141.65,144.49,141.51,144.33,1587700,0
2019-03-19,144.66,146.3,143.77,144.99,1176500,0
2019-03-20,145.42,145.5,142.13,144.35,1267900,0
2019-03-21,144.64,149.55,144.54,148.91,1672900,0
2019-03-22,145.73,147.63,142.24,143.21,2644600,0
2019-03-25,142.91,147.37,141.34,146.58,2539900,0
2019-03-26,148.01,148.43,142.8,143.56,3010800,0
2019-03-27,144.32,146.86,143.88,146.8,5524400,0
2019-03-28,169.15,171.45,166.1,167.54,14698300,0
2019-03-29,165.91,168.3,162.95,163.87,7223700,0
2019-04-01,164.76,167.2,163.22,165.52,3958200,0
2019-04-02,165.61,166.7,164.01,165.47,2207600,0
2019-04-03,165.6,167.5,163.95,166.21,1865300,0
2019-04-04,166.27,171.69,166.15,171.37,2790400,0
2019-04-05,172.04,172.9,168.84,169.37,1951900,0
2019-04-08,168.78,170.4,168.36,169.77,2135300,0
2019-04-09,169.41,169.8,165.53,167.52,2475600,0
2019-04-10,168.3,169.82,166.68,167.46,1573800,0
2019-04-11,167.69,168.66,166.93,168.0,1409400,0
2019-04-12,168.5,170.68,167.5,169.88,1523400,0
2019-04-15,170.02,173.07,170.02,172.01,2475600,0
2019-04-16,173.0,173.32,168.73,169.33,1759700,0
2019-04-17,169.89,171.99,167.93,171.23,1674600,0
2019-04-18,171.74,174.64,169.72,173.31,2293200,0
2019-04-22,173.2,173.66,172.04,173.02,1260900,0
2019-04-23,174.51,177.16,173.03,176.78,2411900,0
2019-04-24,177.79,179.5,174.41,178.27,2474900,0
2019-04-25,178.34,179.22,176.61,177.29,1713300,0
2019-04-26,177.75,178.04,175.41,177.09,1585600,0
2019-04-29,176.61,178.85,176.5,177.5,1798700,0
2019-04-30,177.26,177.75,175.63,176.35,1268800,0
2019-05-01,176.23,178.27,175.58,175.67,1306800,0
2019-05-02,176.65,177.75,174.81,176.55,1369500,0
