Date,AAPL,MSFT,AMZN,GOOGL,FB,V,JNJ,NVDA,NFLX,ADBE,INTC,TSLA,JD,DIS,BA,XOM,QCOM,QQQ
2019-01-29,154.67999267578125,102.94000244140625,1593.8800048828125,1070.06005859375,144.19000244140625,135.0,130.3300018310547,131.60000610351562,328.8999938964844,238.27000427246094,46.540000915527344,297.4599914550781,23.520000457763672,110.9000015258789,364.9100036621094,71.51000213623047,49.400001525878906,161.57000732421875
2019-01-30,165.25,106.37999725341797,1670.4300537109375,1097.989990234375,150.4199981689453,137.60000610351562,131.63999938964844,137.38999938964844,340.6600036621094,242.6699981689453,47.540000915527344,308.7699890136719,24.639999389648438,110.12999725341797,387.7200012207031,72.29000091552734,50.16999816894531,165.67999267578125
2019-01-31,166.44000244140625,104.43000030517578,1718.72998046875,1125.8900146484375,166.69000244140625,135.00999450683594,133.0800018310547,143.75,339.5,247.82000732421875,47.119998931884766,307.0199890136719,24.850000381469727,111.5199966430664,385.6199951171875,73.27999877929688,49.52000045776367,168.16000366210938
2019-02-01,166.52000427246094,102.77999877929688,1626.22998046875,1118.6199951171875,165.7100067138672,140.14999389648438,134.1999969482422,144.72999572753906,339.8500061035156,247.3800048828125,48.72999954223633,312.2099914550781,24.6299991607666,111.30000305175781,387.42999267578125,75.91999816894531,49.61000061035156,167.4499969482422
2019-02-04,171.25,105.73999786376953,1633.31005859375,1141.4200439453125,169.25,141.5,132.8800048828125,149.17999267578125,351.3399963378906,254.74000549316406,49.220001220703125,312.8900146484375,24.290000915527344,111.80000305175781,397.0,74.81999969482422,49.689998626708984,169.52999877929688
2019-02-05,174.17999267578125,107.22000122070312,1658.81005859375,1151.8699951171875,171.16000366210938,142.52999877929688,132.8800048828125,149.9499969482422,355.80999755859375,254.82000732421875,50.0099983215332,321.3500061035156,25.420000076293945,112.66000366210938,410.17999267578125,75.58999633789062,50.72999954223633,171.02999877929688
2019-02-06,174.24000549316406,106.02999877929688,1640.260009765625,1122.8900146484375,170.49000549316406,141.49000549316406,133.0,153.0,352.19000244140625,254.35000610351562,49.900001525878906,317.2200012207031,25.110000610351562,111.41000366210938,411.1099853515625,75.26000213623047,51.099998474121094,170.52000427246094
2019-02-07,170.94000244140625,105.2699966430664,1614.3699951171875,1105.9100341796875,166.3800048828125,140.1699981689453,132.0500030517578,147.4199981689453,344.7099914550781,253.74000549316406,49.22999954223633,307.510009765625,23.979999542236328,110.94999694824219,405.1700134277344,74.68000030517578,50.54999923706055,168.22999572753906
2019-02-08,170.41000366210938,105.66999816894531,1588.219970703125,1102.3800048828125,167.3300018310547,140.3800048828125,132.39999389648438,148.1699981689453,347.57000732421875,257.0,48.84000015258789,305.79998779296875,23.989999771118164,111.51000213623047,404.9100036621094,73.9800033569336,50.290000915527344,168.55999755859375
2019-02-11,169.42999267578125,105.25,1591.0,1102.1199951171875,165.7899932861328,140.8000030517578,132.0,146.4499969482422,345.7300109863281,258.3900146484375,48.77000045776367,312.8399963378906,24.280000686645508,109.44000244140625,403.95001220703125,74.0999984741211,50.83000183105469,168.39999389648438
2019-02-12,170.88999938964844,106.88999938964844,1638.010009765625,1127.5799560546875,165.0399932861328,141.99000549316406,134.16000366210938,151.1699981689453,359.9700012207031,261.3699951171875,50.0099983215332,311.80999755859375,24.68000030517578,109.19999694824219,410.7200012207031,75.4000015258789,51.65999984741211,170.88999938964844
2019-02-13,170.17999267578125,106.80999755859375,1640.0,1128.6300048828125,164.07000732421875,143.49000549316406,134.4499969482422,152.8800048828125,351.7699890136719,260.2300109863281,50.470001220703125,308.1700134277344,24.610000610351562,110.19999694824219,410.5799865722656,76.25,51.59000015258789,171.00999450683594
2019-02-14,170.8000030517578,106.9000015258789,1622.6500244140625,1129.199951171875,163.9499969482422,143.16000366210938,134.30999755859375,154.52999877929688,359.07000732421875,260.1400146484375,50.810001373291016,303.7699890136719,24.329999923706055,110.66000366210938,409.82000732421875,76.2699966430664,51.56999969482422,171.22000122070312
2019-02-15,170.4199981689453,108.22000122070312,1607.949951171875,1119.6300048828125,162.5,144.91000366210938,136.3800048828125,157.33999633789062,356.8699951171875,259.45001220703125,51.65999984741211,307.8800048828125,23.959999084472656,112.58999633789062,417.9700012207031,77.70999908447266,51.97999954223633,171.94000244140625
2019-02-19,170.92999267578125,108.16999816894531,1627.5799560546875,1126.510009765625,162.2899932861328,144.44000244140625,135.69000244140625,156.63999938964844,361.9200134277344,257.80999755859375,51.400001525878906,305.6400146484375,24.639999389648438,113.51000213623047,416.260009765625,78.2300033569336,52.0099983215332,172.27999877929688
2019-02-20,172.02999877929688,107.1500015258789,1622.0999755859375,1120.5899658203125,162.55999755859375,144.72999572753906,136.35000610351562,158.5500030517578,359.9100036621094,258.1000061035156,51.38999938964844,302.55999755859375,24.68000030517578,113.68000030517578,421.54998779296875,78.52999877929688,52.45000076293945,172.25
2019-02-21,171.05999755859375,109.41000366210938,1619.43994140625,1104.2099609375,160.0399932861328,144.0,135.4199981689453,155.77000427246094,356.9700012207031,257.760009765625,51.40999984741211,291.2300109863281,24.270000457763672,114.29000091552734,417.5799865722656,77.81999969482422,52.349998474121094,171.6199951171875
2019-02-22,172.97000122070312,110.97000122070312,1631.56005859375,1116.56005859375,161.88999938964844,145.8699951171875,136.60000610351562,159.19000244140625,363.0199890136719,258.8999938964844,52.4900016784668,294.7099914550781,25.950000762939453,115.25,424.04998779296875,78.41999816894531,53.119998931884766,172.88999938964844
2019-02-25,174.22999572753906,111.58999633789062,1633.0,1117.3299560546875,164.6199951171875,146.05999755859375,136.1999969482422,158.69000244140625,363.9100036621094,258.6199951171875,53.099998474121094,298.7699890136719,26.190000534057617,113.58999633789062,426.8699951171875,78.5,52.9900016784668,173.52000427246094
2019-02-26,174.3300018310547,112.36000061035156,1636.4000244140625,1122.010009765625,164.1300048828125,147.0399932861328,136.11000061035156,157.10000610351562,364.9700012207031,261.2200012207031,53.22999954223633,297.8599853515625,26.59000015258789,113.5,426.7699890136719,78.66000366210938,53.029998779296875,173.6999969482422
2019-02-27,174.8699951171875,112.16999816894531,1641.0899658203125,1122.8900146484375,162.80999755859375,147.22000122070312,135.8699951171875,155.41000366210938,362.8699951171875,262.8999938964844,53.2400016784668,314.739990234375,25.969999313354492,112.77999877929688,435.44000244140625,79.47000122070312,53.040000915527344,173.58999633789062
2019-02-28,173.14999389648438,112.02999877929688,1639.8299560546875,1126.550048828125,161.4499969482422,148.1199951171875,136.63999938964844,154.25999450683594,358.1000061035156,262.5,52.959999084472656,319.8800048828125,27.709999084472656,112.83999633789062,439.9599914550781,79.02999877929688,53.38999938964844,173.19000244140625
2019-03-01,174.97000122070312,112.52999877929688,1671.72998046875,1148.52001953125,162.27999877929688,149.47000122070312,138.35000610351562,156.4499969482422,357.32000732421875,264.010009765625,53.29999923706055,294.7900085449219,28.729999542236328,114.01000213623047,440.6199951171875,80.0,54.20000076293945,174.38999938964844
2019-03-04,175.85000610351562,112.26000213623047,1696.1700439453125,1153.4200439453125,167.3699951171875,147.9600067138672,138.47999572753906,156.77999877929688,351.0400085449219,258.1600036621094,53.939998626708984,285.3599853515625,28.889999389648438,114.33000183105469,432.69000244140625,80.30999755859375,53.779998779296875,174.4199981689453
2019-03-05,175.52999877929688,111.69999694824219,1692.4300537109375,1169.18994140625,171.25999450683594,147.9499969482422,138.77000427246094,156.52000427246094,354.29998779296875,257.3800048828125,53.68000030517578,276.5400085449219,29.350000381469727,114.0,430.1199951171875,80.19000244140625,53.939998626708984,174.5500030517578
2019-03-06,174.52000427246094,111.75,1668.949951171875,1164.93994140625,172.50999450683594,147.80999755859375,139.08999633789062,152.0500030517578,359.6099853515625,256.3999938964844,52.95000076293945,276.239990234375,29.030000686645508,114.8499984741211,424.4599914550781,79.27999877929688,54.79999923706055,173.55999755859375
2019-03-07,172.5,110.38999938964844,1625.949951171875,1150.8499755859375,169.1300048828125,146.8300018310547,138.24000549316406,149.25999450683594,352.6000061035156,255.4600067138672,52.599998474121094,276.5899963378906,27.84000015258789,114.01000213623047,422.55999755859375,80.16000366210938,54.029998779296875,171.42999267578125
2019-03-08,172.91000366210938,110.51000213623047,1620.800048828125,1149.969970703125,169.60000610351562,147.35000610351562,138.05999755859375,150.63999938964844,349.6000061035156,254.74000549316406,52.47999954223633,284.1400146484375,27.049999237060547,113.80999755859375,422.5400085449219,79.01000213623047,53.529998779296875,171.1699981689453
2019-03-11,178.89999389648438,112.83000183105469,1670.6199951171875,1179.260009765625,172.07000732421875,150.6699981689453,138.55999755859375,161.13999938964844,358.8599853515625,260.9599914550781,53.349998474121094,290.9200134277344,27.6200008392334,114.75,400.010009765625,79.77999877929688,54.349998474121094,174.72999572753906
2019-03-12,180.91000366210938,113.62000274658203,1673.0999755859375,1197.25,171.9199981689453,151.72999572753906,139.17999267578125,162.52000427246094,356.2699890136719,263.510009765625,53.56999969482422,283.3599853515625,28.110000610351562,114.7300033569336,375.4100036621094,80.0,54.84000015258789,175.69000244140625
2019-03-13,181.7100067138672,114.5,1690.81005859375,1199.06005859375,173.3699951171875,152.47000122070312,139.41000366210938,168.6199951171875,361.2099914550781,264.3800048828125,54.369998931884766,288.9599914550781,28.1299991607666,114.08999633789062,377.1400146484375,80.70999908447266,55.38999938964844,177.00999450683594
2019-03-14,183.72999572753906,114.58999633789062,1686.219970703125,1192.530029296875,170.1699981689453,154.1999969482422,138.02000427246094,165.55999755859375,358.82000732421875,267.69000244140625,53.439998626708984,289.9599914550781,27.889999389648438,114.4800033569336,373.29998779296875,80.44000244140625,55.400001525878906,176.7100067138672
2019-03-15,186.1199951171875,115.91000366210938,1712.3599853515625,1190.300048828125,165.97999572753906,155.4600067138672,137.60000610351562,169.80999755859375,361.4599914550781,257.0899963378906,54.33000183105469,275.42999267578125,27.93000030517578,114.95999908447266,378.989990234375,80.1500015258789,56.599998474121094,178.35000610351562
2019-03-18,188.02000427246094,117.56999969482422,1742.1500244140625,1188.550048828125,160.47000122070312,154.9600067138672,137.1699981689453,168.9499969482422,363.44000244140625,257.760009765625,54.099998474121094,269.489990234375,28.139999389648438,113.12000274658203,372.2799987792969,81.08000183105469,56.83000183105469,178.4499969482422
2019-03-19,186.52999877929688,117.6500015258789,1761.8499755859375,1202.4599609375,161.57000732421875,154.58999633789062,138.44000244140625,175.7100067138672,358.7799987792969,260.4200134277344,54.16999816894531,267.4700012207031,28.309999465942383,110.0,373.42999267578125,80.87000274658203,56.970001220703125,179.0500030517578
2019-03-20,188.16000366210938,117.5199966430664,1797.27001953125,1226.4300537109375,165.44000244140625,153.75,137.2899932861328,174.39999389648438,375.2200012207031,259.739990234375,53.81999969482422,273.6000061035156,28.079999923706055,109.98999786376953,376.1600036621094,81.31999969482422,57.15999984741211,179.75999450683594
2019-03-21,195.08999633789062,120.22000122070312,1819.260009765625,1236.1300048828125,166.0800018310547,155.8000030517578,138.10000610351562,183.94000244140625,377.8699951171875,264.17999267578125,54.63999938964844,274.0199890136719,28.760000228881836,108.66000366210938,372.70001220703125,81.79000091552734,57.77000045776367,182.57000732421875
2019-03-22,191.0500030517578,117.05000305175781,1764.77001953125,1207.6500244140625,164.33999633789062,153.07000732421875,136.91000366210938,177.5,361.010009765625,259.69000244140625,53.2599983215332,264.5299987792969,28.0,108.2300033569336,362.1700134277344,80.4800033569336,56.81999969482422,178.55999755859375
2019-03-25,188.74000549316406,117.66000366210938,1774.260009765625,1197.3800048828125,166.2899932861328,153.02999877929688,136.61000061035156,173.77999877929688,366.2300109863281,262.2699890136719,52.779998779296875,260.4200134277344,28.389999389648438,107.79000091552734,370.4599914550781,79.91999816894531,56.63999938964844,178.22000122070312
2019-03-26,186.7899932861328,117.91000366210938,1783.760009765625,1189.8399658203125,167.67999267578125,155.3000030517578,138.57000732421875,176.8699951171875,359.9700012207031,265.5899963378906,53.439998626708984,267.7699890136719,28.809999465942383,110.13999938964844,370.3800048828125,80.95999908447266,58.0,179.0500030517578
2019-03-27,188.47000122070312,116.7699966430664,1765.699951171875,1178.010009765625,165.8699951171875,154.22000122070312,138.6999969482422,176.5,353.3699951171875,262.3399963378906,53.15999984741211,274.8299865722656,29.15999984741211,110.27999877929688,374.2099914550781,80.33999633789062,56.90999984741211,177.89999389648438
2019-03-28,188.72000122070312,116.93000030517578,1773.4200439453125,1172.27001953125,165.5500030517578,154.6699981689453,138.8800048828125,177.25,354.6099853515625,263.5299987792969,53.11000061035156,278.6199951171875,29.40999984741211,110.70999908447266,374.44000244140625,80.73999786376953,56.54999923706055,178.30999755859375
2019-03-29,189.9499969482422,117.94000244140625,1780.75,1176.8900146484375,166.69000244140625,156.19000244140625,139.7899932861328,179.55999755859375,356.55999755859375,266.489990234375,53.70000076293945,279.8599853515625,30.149999618530273,111.02999877929688,381.4200134277344,80.80000305175781,57.029998779296875,179.66000366210938
2019-04-01,191.24000549316406,119.0199966430664,1814.18994140625,1198.97998046875,168.6999969482422,157.25999450683594,138.97999572753906,182.27999877929688,366.9599914550781,272.1700134277344,54.5099983215332,289.17999267578125,31.260000228881836,112.51000213623047,391.5400085449219,81.7300033569336,57.810001373291016,182.0399932861328
2019-04-02,194.02000427246094,119.19000244140625,1813.97998046875,1205.5400390625,174.1999969482422,157.77999877929688,137.7100067138672,183.0,367.7200012207031,271.3500061035156,54.36000061035156,285.8800048828125,30.290000915527344,111.95999908447266,390.75,81.37999725341797,58.09000015258789,182.72999572753906
2019-04-03,195.35000610351562,119.97000122070312,1820.699951171875,1210.81005859375,173.5399932861328,158.4600067138672,137.1699981689453,188.6199951171875,369.75,271.5,55.47999954223633,291.80999755859375,30.309999465942383,112.5199966430664,384.739990234375,80.9000015258789,57.68000030517578,183.77999877929688
2019-04-04,195.69000244140625,119.36000061035156,1818.8599853515625,1219.449951171875,176.02000427246094,157.63999938964844,135.57000732421875,188.25999450683594,367.8800048828125,267.8900146484375,55.91999816894531,267.7799987792969,30.25,114.75,395.8599853515625,82.05000305175781,57.86000061035156,183.7100067138672
2019-04-05,197.0,119.88999938964844,1837.280029296875,1211.449951171875,175.72000122070312,157.64999389648438,136.17999267578125,190.9499969482422,365.489990234375,267.45001220703125,55.599998474121094,274.9599914550781,31.239999771118164,115.0,391.92999267578125,82.48999786376953,57.9900016784668,184.66000366210938
2019-04-08,200.10000610351562,119.93000030517578,1849.8599853515625,1208.280029296875,174.92999267578125,157.75,136.13999938964844,191.7899932861328,361.4100036621094,268.80999755859375,55.68000030517578,273.20001220703125,30.790000915527344,114.95999908447266,374.5199890136719,83.0,57.7599983215332,185.1300048828125
2019-04-09,199.5,119.27999877929688,1835.8399658203125,1202.68994140625,177.5800018310547,157.49000549316406,135.57000732421875,189.25999450683594,364.7099914550781,268.989990234375,55.31999969482422,272.30999755859375,30.899999618530273,116.86000061035156,369.0400085449219,81.93000030517578,57.439998626708984,184.47999572753906
2019-04-10,200.6199951171875,120.19000244140625,1847.3299560546875,1206.449951171875,177.82000732421875,158.55999755859375,135.5800018310547,192.10000610351562,363.9200134277344,271.5799865722656,55.75,276.05999755859375,30.170000076293945,117.16000366210938,364.94000244140625,81.55999755859375,56.33000183105469,185.47000122070312
2019-04-11,198.9499969482422,120.33000183105469,1844.0699462890625,1209.5899658203125,177.50999450683594,157.86000061035156,135.2100067138672,191.5399932861328,367.6499938964844,271.8999938964844,55.79999923706055,268.4200134277344,30.200000762939453,116.5999984741211,370.1600036621094,81.94999694824219,55.900001525878906,185.02999877929688
2019-04-12,198.8699951171875,120.94999694824219,1843.06005859375,1222.72998046875,179.10000610351562,159.63999938964844,135.97999572753906,190.00999450683594,351.1400146484375,271.8599853515625,56.41999816894531,267.70001220703125,30.56999969482422,130.05999755859375,379.6400146484375,80.91999816894531,56.95000076293945,185.8300018310547
2019-04-15,199.22999572753906,121.05000305175781,1844.8699951171875,1226.530029296875,179.64999389648438,160.44000244140625,136.52000427246094,184.6999969482422,348.8699951171875,272.2200012207031,56.279998779296875,266.3800048828125,29.65999984741211,132.0399932861328,375.4599914550781,80.6500015258789,57.18000030517578,185.86000061035156
2019-04-16,199.25,120.7699966430664,1863.0400390625,1231.9100341796875,178.8699951171875,160.22999572753906,138.02000427246094,188.2100067138672,359.4599914550781,271.42999267578125,56.709999084472656,273.3599853515625,29.90999984741211,129.89999389648438,381.7200012207031,81.19999694824219,70.44999694824219,186.5
2019-04-17,203.1300048828125,121.7699966430664,1864.8199462890625,1240.1400146484375,178.77999877929688,160.44000244140625,138.52000427246094,187.2899932861328,354.739990234375,269.45001220703125,58.560001373291016,271.2300109863281,29.850000381469727,131.75,377.5199890136719,81.43000030517578,79.08000183105469,187.14999389648438
2019-04-18,203.86000061035156,123.37000274658203,1861.68994140625,1241.469970703125,178.27999877929688,160.16000366210938,137.52000427246094,186.3000030517578,360.3500061035156,270.57000732421875,58.4900016784668,273.260009765625,30.010000228881836,132.4499969482422,380.07000732421875,81.12999725341797,79.88999938964844,187.38999938964844
2019-04-22,204.52999877929688,123.76000213623047,1887.31005859375,1253.760009765625,181.44000244140625,160.39999389648438,137.8300018310547,188.47000122070312,377.3399963378906,272.2099914550781,58.81999969482422,262.75,29.649999618530273,131.67999267578125,375.1700134277344,82.9000015258789,81.97000122070312,187.9199981689453
2019-04-23,207.47999572753906,125.44000244140625,1923.77001953125,1270.5899658203125,183.77999877929688,161.66000366210938,139.89999389648438,190.6699981689453,381.8900146484375,278.489990234375,58.779998779296875,263.8999938964844,29.780000686645508,133.36000061035156,374.0199890136719,83.37999725341797,86.72000122070312,190.30999755859375
2019-04-24,207.16000366210938,125.01000213623047,1901.75,1260.050048828125,182.5800018310547,161.49000549316406,139.1999969482422,191.1699981689453,374.2300109863281,275.45001220703125,58.720001220703125,258.6600036621094,29.65999984741211,135.10000610351562,375.4599914550781,81.76000213623047,86.83000183105469,189.7100067138672
2019-04-25,205.27999877929688,129.14999389648438,1902.25,1267.3399658203125,193.25999450683594,161.02000427246094,139.64999389648438,186.91000366210938,368.3299865722656,277.6600036621094,57.61000061035156,247.6300048828125,29.229999542236328,137.24000549316406,382.79998779296875,82.22000122070312,85.06999969482422,190.47999572753906
2019-04-26,204.3000030517578,129.88999938964844,1950.6300048828125,1277.4200439453125,191.49000549316406,162.92999267578125,140.38999938964844,178.08999633789062,374.8500061035156,281.9599914550781,52.43000030517578,235.13999938964844,29.1299991607666,139.9199981689453,380.7900085449219,80.48999786376953,86.63999938964844,190.64999389648438
2019-04-29,204.61000061035156,129.77000427246094,1938.4300537109375,1296.199951171875,194.77999877929688,164.14999389648438,139.83999633789062,179.3300018310547,371.8299865722656,286.1400146484375,51.11000061035156,241.47000122070312,29.864999771118164,139.3000030517578,379.04998779296875,79.97000122070312,87.25,191.02000427246094
2019-04-30,200.6699981689453,130.60000610351562,1926.52001953125,1198.9599609375,193.39999389648438,164.42999267578125,141.1999969482422,181.0,370.5400085449219,289.25,51.040000915527344,238.69000244140625,30.270000457763672,136.97000122070312,377.69000244140625,80.27999877929688,86.12999725341797,189.5399932861328
2019-05-01,210.52000427246094,127.87999725341797,1911.52001953125,1173.3199462890625,193.02999877929688,162.7899932861328,141.9499969482422,180.47000122070312,378.80999755859375,283.3500061035156,50.7599983215332,234.00999450683594,30.200000762939453,136.3800048828125,376.79998779296875,78.66999816894531,86.37000274658203,188.92999267578125
2019-05-02,209.14999389648438,126.20999908447266,1900.8199462890625,1166.510009765625,192.52999877929688,161.1199951171875,141.27999877929688,183.19000244140625,379.05999755859375,279.6400146484375,50.54999923706055,244.10000610351562,29.989999771118164,134.13999938964844,375.79998779296875,77.29000091552734,87.13999938964844,188.11000061035156
2019-05-03,211.75,128.89999389648438,1962.4599609375,1189.550048828125,195.47000122070312,162.0399932861328,142.00999450683594,183.00999450683594,385.0299987792969,285.5799865722656,51.75,255.02999877929688,30.049999237060547,134.3300018310547,376.4599914550781,77.47000122070312,89.29000091552734,191.11000061035156
2019-05-06,208.47999572753906,128.14999389648438,1950.550048828125,1193.4599609375,193.8800048828125,162.27999877929688,142.08999633789062,179.85000610351562,378.6700134277344,283.6600036621094,51.220001220703125,255.33999633789062,28.700000762939453,135.0,371.6000061035156,77.12999725341797,88.25,189.94000244140625
2019-05-07,202.86000061035156,125.5199966430664,1921.0,1178.8599853515625,189.77000427246094,160.2100067138672,139.97000122070312,173.11000061035156,370.4599914550781,277.07000732421875,50.47999954223633,247.05999755859375,27.1299991607666,133.44000244140625,357.2300109863281,76.72000122070312,85.19999694824219,186.24000549316406
2019-05-08,202.89999389648438,125.51000213623047,1917.77001953125,1170.780029296875,189.5399932861328,160.75999450683594,139.7899932861328,173.9199981689453,364.3699951171875,276.7699890136719,49.2400016784668,244.83999633789062,26.889999389648438,134.99000549316406,359.75,76.83999633789062,84.54000091552734,185.77000427246094
2019-05-09,200.72000122070312,125.5,1899.8699951171875,1167.969970703125,188.64999389648438,159.80999755859375,138.72999572753906,170.19000244140625,362.75,275.7900085449219,46.619998931884766,241.97999572753906,27.510000228881836,133.58999633789062,354.1300048828125,76.7699966430664,83.77999877929688,184.77000427246094
2019-05-10,197.17999267578125,127.12999725341797,1889.97998046875,1167.6400146484375,188.33999633789062,160.7100067138672,139.0500030517578,168.82000732421875,361.0400085449219,278.4800109863281,46.20000076293945,239.52000427246094,28.170000076293945,134.0399932861328,354.6700134277344,76.55999755859375,85.83999633789062,185.0
2019-05-13,185.72000122070312,123.3499984741211,1822.6800537109375,1136.5899658203125,181.5399932861328,157.3300018310547,137.1999969482422,158.4499969482422,345.260009765625,267.70001220703125,44.7599983215332,227.00999450683594,28.18000030517578,131.33999633789062,337.3699951171875,75.70999908447266,83.88999938964844,178.5800018310547
2019-05-14,188.66000366210938,124.7300033569336,1840.1199951171875,1124.8599853515625,180.72999572753906,160.2100067138672,136.82000732421875,162.0399932861328,345.6099853515625,271.8599853515625,45.16999816894531,232.30999755859375,29.670000076293945,133.1999969482422,343.0400085449219,75.80999755859375,86.12999725341797,180.5399932861328
2019-05-15,190.9199981689453,126.0199966430664,1871.1500244140625,1170.800048828125,186.27000427246094,162.7899932861328,136.91000366210938,159.5800018310547,354.989990234375,276.82000732421875,45.619998931884766,231.9499969482422,30.440000534057617,134.67999267578125,345.6400146484375,76.37000274658203,86.26000213623047,183.08999633789062
