Date,Elastic
2012-09-17,0.0033
2012-09-18,0.0033
2012-09-19,0.0062
2012-09-20,-0.0012
2012-09-21,-0.0017
2012-09-24,-0.0053
2012-09-25,-0.011
2012-09-26,-0.0068
2012-09-27,0.015
2012-09-28,-0.008
2012-10-02,0.0029
2012-10-03,0.0108
2012-10-04,0.0036
2012-10-05,-0.0009
2012-10-08,-0.008
2012-10-09,-0.0156
2012-10-10,0.0002
2012-10-11,0.0006
2012-10-12,0.0021
2012-10-15,0.0097
2012-10-16,0.0108
2012-10-17,0.0073
2012-10-18,-0.0124
2012-10-19,-0.0196
2012-10-22,0.0028
2012-10-23,-0.0145
2012-10-24,0.005
2012-10-25,0.0065
2012-10-26,0.0029
2012-10-31,-0.0058
2012-11-02,-0.0074
2012-11-05,0.0012
2012-11-06,0.0045
2012-11-07,-0.0165
2012-11-08,-0.0105
2012-11-09,0.0038
2012-11-12,0.0077
2012-11-13,-0.0026
2012-11-14,-0.0143
2012-11-15,-0.0069
2012-11-16,0.0087
2012-11-19,0.0173
2012-11-20,0.0076
2012-11-21,0.0006
2012-11-23,0.0125
2012-11-26,0.0021
2012-11-27,-0.0044
2012-11-28,0.0044
2012-11-29,0.008
2012-11-30,0.0051
2012-12-04,0.0012
2012-12-05,-0.0007
2012-12-06,-0.0031
2012-12-07,-0.0046
2012-12-10,-0.0007
2012-12-11,0.0059
2012-12-12,-0.0047
2012-12-13,-0.0088
2012-12-14,-0.0072
2012-12-17,0.015
2012-12-18,0.0137
2012-12-19,-0.0021
2012-12-20,0.0043
2012-12-21,-0.011
2012-12-24,-0.0024
2012-12-26,-0.0094
2012-12-27,-0.0029
2012-12-28,-0.0081
2012-12-31,0.015
2013-01-03,-0.0046
2013-01-04,0.0076
2013-01-07,-0.0013
2013-01-08,-0.0023
2013-01-09,0.0081
2013-01-10,0.0046
2013-01-11,-0.0003
2013-01-14,-0.0055
2013-01-15,-0.0036
2013-01-16,-0.003
2013-01-17,0.0015
2013-01-18,-0.0032
2013-01-22,-0.0006
2013-01-23,0.0036
2013-01-24,0.0086
2013-01-25,0.0061
2013-01-28,-0.0001
2013-01-29,0.0028
2013-01-30,-0.0059
2013-01-31,0.0052
2013-02-04,-0.0151
2013-02-05,0.0171
2013-02-06,-0.001
2013-02-07,-0.0045
2013-02-08,0.0099
2013-02-11,-0.0068
2013-02-12,0.0043
2013-02-13,0.0081
2013-02-14,0.0033
2013-02-15,0.0052
2013-02-19,0.0043
2013-02-20,-0.0151
2013-02-21,-0.0026
2013-02-22,0.0067
2013-02-25,-0.0179
2013-02-26,0.0031
2013-02-27,0.0139
2013-02-28,0.0023
2013-03-04,0.0135
2013-03-05,0.0072
2013-03-06,-0.0006
2013-03-07,-0.0043
2013-03-08,0.0024
2013-03-11,-0.0002
2013-03-12,0.0002
2013-03-13,-0.0023
2013-03-14,0.0021
2013-03-15,-0.0091
2013-03-18,-0.0058
2013-03-19,0.0033
2013-03-20,0.0118
2013-03-21,-0.0046
2013-03-22,0.0122
2013-03-25,-0.0014
2013-03-26,0.0089
2013-03-27,0.009
2013-03-28,0.0162
2013-04-02,0.0127
2013-04-03,-0.0111
2013-04-04,0.0038
2013-04-05,-0.009
2013-04-08,0.0027
2013-04-09,0.0002
2013-04-10,0.0172
2013-04-11,0.0094
2013-04-12,0.0041
2013-04-15,-0.0216
2013-04-16,0.0165
2013-04-17,-0.0111
2013-04-18,-0.0194
2013-04-19,0.0209
2013-04-22,0.0074
2013-04-23,0.0054
2013-04-24,-0.0118
2013-04-25,0.0124
2013-04-26,-0.0092
2013-04-29,0.0038
2013-04-30,-0.0019
2013-05-02,0.0175
2013-05-03,0.0152
2013-05-06,-0.0018
2013-05-07,-0.001
2013-05-08,-0.0003
2013-05-09,-0.0025
2013-05-10,0.0077
2013-05-13,0.0026
2013-05-14,0.0135
2013-05-15,0.01
2013-05-16,-0.0128
2013-05-17,0.0086
2013-05-20,-0.0117
2013-05-21,0.0044
2013-05-22,-0.0068
2013-05-23,-0.0043
2013-05-24,0.0018
2013-05-28,0.0054
2013-05-29,-0.014
2013-05-30,0.0021
2013-05-31,-0.0142
2013-06-04,-0.0034
2013-06-05,-0.0102
2013-06-06,0.0094
2013-06-07,0.0167
2013-06-10,0.0044
2013-06-11,-0.0174
2013-06-12,-0.0168
2013-06-13,0.0188
2013-06-14,-0.0032
2013-06-17,0.0077
2013-06-18,0.0104
2013-06-19,-0.0133
2013-06-20,-0.0215
2013-06-21,0.002
2013-06-24,-0.0122
2013-06-25,0.0075
2013-06-26,0.0138
2013-06-27,0.0037
2013-06-28,0.0019
2013-07-02,-0.0009
2013-07-03,0.0054
2013-07-05,0.0128
2013-07-08,0.0013
2013-07-09,0.0058
2013-07-10,0.0073
2013-07-11,0.0142
2013-07-12,0.0114
2013-07-15,-0.0031
2013-07-16,-0.0034
2013-07-17,0.0007
2013-07-18,0.0034
2013-07-19,0.0039
2013-07-22,0.0042
2013-07-23,-0.0044
2013-07-24,-0.0008
2013-07-25,0.0052
2013-07-26,0.0018
2013-07-29,-0.0081
2013-07-30,0.0023
2013-07-31,-0.0041
2013-08-02,0.0092
2013-08-05,-0.001
2013-08-06,-0.0134
2013-08-07,0.006
2013-08-08,-0.0047
2013-08-09,-0.0052
2013-08-12,-0.0039
2013-08-13,-0.0028
2013-08-14,-0.0078
2013-08-15,-0.023
2013-08-16,-0.0001
2013-08-19,0.0024
2013-08-20,0.0054
2013-08-21,0.0023
2013-08-22,0.0105
2013-08-23,0.0045
2013-08-26,0.0116
2013-08-27,-0.0255
2013-08-28,0.0107
2013-08-29,0.0064
2013-08-30,-0.0059
2013-09-04,0.0085
2013-09-05,-0.002
2013-09-06,-0.0002
2013-09-09,0.0121
2013-09-10,0.0042
2013-09-11,0.0008
2013-09-12,-0.0008
2013-09-13,0.0061
2013-09-16,0.0033
2013-09-17,0.0048
2013-09-18,0.0193
2013-09-19,0.0005
2013-09-20,-0.0014
2013-09-23,-0.0034
2013-09-24,0.0033
2013-09-25,-0.0051
2013-09-26,0.0061
2013-09-27,0.0027
2013-09-30,-0.0049
2013-10-02,0.0023
2013-10-03,-0.0128
2013-10-04,0.0131
2013-10-07,-0.0125
2013-10-08,-0.0335
2013-10-09,-0.0054
2013-10-10,0.0349
2013-10-11,0.0044
2013-10-14,0.0064
2013-10-15,-0.0091
2013-10-16,0.0161
2013-10-17,0.008
2013-10-18,0.017
2013-10-21,0.0029
2013-10-22,0.0016
2013-10-23,-0.0138
2013-10-24,0.0085
2013-10-25,-0.0019
2013-10-28,-0.0109
2013-10-29,0.0105
2013-10-30,0.0031
2013-10-31,-0.0079
2013-11-04,-0.0049
2013-11-05,0.0077
2013-11-06,-0.0132
2013-11-07,-0.0241
2013-11-08,0.0212
2013-11-11,0.0004
2013-11-12,-0.0003
2013-11-13,0.0172
2013-11-14,0.0113
2013-11-15,0.007
2013-11-18,-0.0133
2013-11-19,0.0004
2013-11-20,0.0013
2013-11-21,0.0115
2013-11-22,0.0154
2013-11-25,0.0054
2013-11-26,0.0095
2013-11-27,0.005
2013-11-29,0.0054
2013-12-03,-0.0083
2013-12-04,-0.0003
2013-12-05,-0.0055
2013-12-06,0.0097
2013-12-09,-0.0021
2013-12-10,-0.0061
2013-12-11,-0.0143
2013-12-12,-0.0024
2013-12-13,-0.0027
2013-12-16,0.0049
2013-12-17,-0.0052
2013-12-18,0.0187
2013-12-19,-0.0019
2013-12-20,0.0094
2013-12-23,0.0019
2013-12-24,0.0002
2013-12-26,0.0063
2013-12-27,-0.0049
2013-12-30,-0.0021
2013-12-31,0.0048
2014-01-03,-0.0082
2014-01-06,0.0028
2014-01-07,0.008
2014-01-08,0.0065
2014-01-09,-0.0043
2014-01-10,0.0053
2014-01-13,-0.0223
2014-01-14,0.0209
2014-01-15,0.0098
2014-01-16,0.0002
2014-01-17,-0.0068
2014-01-21,0.0113
2014-01-22,0.0074
2014-01-23,-0.0121
2014-01-24,-0.0252
2014-01-27,-0.0096
2014-01-28,0.006
2014-01-29,-0.0155
2014-01-30,0.0289
2014-01-31,-0.0072
2014-02-04,0.0087
2014-02-05,-0.0119
2014-02-06,0.0091
2014-02-07,0.0307
2014-02-10,0.0067
2014-02-11,0.0103
2014-02-12,0.0093
2014-02-13,0.0127
2014-02-14,-0.0003
2014-02-18,0.0142
2014-02-19,0.0004
2014-02-20,0.0085
2014-02-21,0.0024
2014-02-24,0.0013
2014-02-25,0.0015
2014-02-26,-0.0015
2014-02-27,0.0152
2014-02-28,-0.0025
2014-03-04,0.0197
2014-03-05,0.0014
2014-03-06,0.0096
2014-03-07,-0.0144
2014-03-10,-0.006
2014-03-11,-0.014
2014-03-12,0.0076
2014-03-13,-0.0226
2014-03-14,-0.0079
2014-03-17,0.0162
2014-03-18,0.0095
2014-03-19,-0.0084
2014-03-20,-0.0031
2014-03-21,-0.0186
2014-03-24,-0.0226
2014-03-25,0.003
2014-03-26,-0.0234
2014-03-27,-0.002
2014-03-28,-0.0028
2014-03-31,0.0104
2014-04-02,0.004
2014-04-03,-0.0189
2014-04-04,-0.036
2014-04-07,-0.0115
2014-04-08,0.0065
2014-04-09,0.0336
2014-04-10,-0.0435
2014-04-11,-0.0146
2014-04-14,0.0101
2014-04-15,0.0115
2014-04-16,0.0159
2014-04-17,0.0005
2014-04-21,0.02
2014-04-22,0.0165
2014-04-23,-0.0035
2014-04-24,-0.0019
2014-04-25,-0.0195
2014-04-28,-0.0172
2014-04-29,0.0162
2014-04-30,0.0101
2014-05-02,-0.0009
2014-05-05,0.0077
2014-05-06,-0.0144
2014-05-07,-0.0113
2014-05-08,-0.0023
2014-05-09,0.0034
2014-05-12,0.0258
2014-05-13,-0.0048
2014-05-14,-0.0063
2014-05-15,-0.0083
2014-05-16,0.0034
2014-05-19,0.0119
2014-05-20,-0.0045
2014-05-21,0.0162
2014-05-22,0.0049
2014-05-23,0.0122
2014-05-27,0.0187
2014-05-28,-0.004
2014-05-29,0.0076
2014-05-30,-0.0044
2014-06-03,-0.0024
2014-06-04,0.0006
2014-06-05,0.0059
2014-06-06,0.0032
2014-06-09,-0.0013
2014-06-10,0.0083
2014-06-11,-0.0041
2014-06-12,-0.0104
2014-06-13,0.0094
2014-06-16,-0.0051
2014-06-17,0.0005
2014-06-18,0.005
2014-06-19,-0.0001
2014-06-20,0.0048
2014-06-23,0.0004
2014-06-24,-0.0055
2014-06-25,0.0109
2014-06-26,-0.0018
2014-06-27,0.0024
2014-06-30,0.0034
2014-07-02,-0.0019
2014-07-03,0.0053
2014-07-07,-0.0073
2014-07-08,-0.0153
2014-07-09,0.0106
2014-07-10,-0.0045
2014-07-11,0.0052
2014-07-14,0.0136
2014-07-15,-0.0032
2014-07-16,-0.0014
2014-07-17,-0.0205
2014-07-18,0.0243
2014-07-21,0.0028
2014-07-22,0.0055
2014-07-23,0.0056
2014-07-24,0.0085
2014-07-25,0.0036
2014-07-28,-0.0003
2014-07-29,-0.005
2014-07-30,0.0064
2014-07-31,-0.0243
2014-08-04,0.0075
2014-08-05,-0.0096
2014-08-06,-0.0004
2014-08-07,-0.0063
2014-08-08,0.0047
2014-08-11,0.0066
2014-08-12,0.0023
2014-08-13,0.014
2014-08-14,0.0091
2014-08-15,0.0076
2014-08-18,0.0077
2014-08-19,0.0055
2014-08-20,-0.0012
2014-08-21,0.0025
2014-08-22,0.0038
2014-08-25,0.0054
2014-08-26,-0.0027
2014-08-27,0.0018
2014-08-28,-0.0002
2014-08-29,0.0154
2014-09-03,-0.0032
2014-09-04,0.0005
2014-09-05,0.0084
2014-09-08,0.0033
2014-09-09,-0.0053
2014-09-10,0.0068
2014-09-11,0.0027
2014-09-12,-0.0098
2014-09-15,-0.0042
2014-09-16,0.0095
2014-09-17,0.0024
2014-09-18,0.0082
2014-09-19,-0.0002
2014-09-22,-0.004
2014-09-23,-0.0027
2014-09-24,0.0064
2014-09-25,-0.0218
2014-09-26,0.0093
2014-09-29,-0.0005
2014-09-30,-0.0023
2014-10-02,-0.002
2014-10-03,0.009
2014-10-06,-0.0051
2014-10-07,-0.0146
2014-10-08,0.0225
2014-10-09,-0.0189
2014-10-10,-0.0441
2014-10-13,-0.0169
2014-10-14,0.007
2014-10-15,-0.0057
2014-10-16,0.0014
2014-10-17,0.0198
2014-10-20,0.0163
2014-10-21,0.0319
2014-10-22,-0.0087
2014-10-23,0.0146
2014-10-24,0.0127
2014-10-27,0.0026
2014-10-28,0.0129
2014-10-29,-0.0095
2014-10-30,-0.0097
2014-10-31,0.0196
2014-11-04,-0.0086
2014-11-05,0.0036
2014-11-06,0.0039
2014-11-07,-0.0005
2014-11-10,0.0113
2014-11-11,0.0057
2014-11-12,0.0025
2014-11-13,0
2014-11-14,-0.0041
2014-11-17,-0.0008
2014-11-18,0.01
2014-11-19,-0.0028
2014-11-20,0.0002
2014-11-21,0.0047
2014-11-24,0.007
2014-11-25,0.0022
2014-11-26,0.0081
2014-11-28,0.0019
2014-12-02,0.0084
2014-12-03,0
2014-12-04,0.0037
2014-12-05,0.0075
2014-12-08,-0.01
2014-12-09,0.0022
2014-12-10,-0.0189
2014-12-11,0.0069
2014-12-12,-0.0125
2014-12-15,-0.0145
2014-12-16,-0.0129
2014-12-17,0.0216
2014-12-18,0.0285
2014-12-19,-0.0019
2014-12-22,0.0063
2014-12-23,-0.0098
2014-12-24,0.0025
2014-12-26,0.0078
2014-12-29,-0.0038
2014-12-30,-0.0092
2014-12-31,-0.0098
2015-01-05,-0.0151
2015-01-06,-0.0081
2015-01-07,0.0144
2015-01-08,0.0156
2015-01-09,-0.0058
2015-01-12,-0.0041
2015-01-13,-0.001
2015-01-14,-0.0093
2015-01-15,-0.0119
2015-01-16,0.0154
2015-01-20,0.0016
2015-01-21,0.0022
2015-01-22,0.0178
2015-01-23,-0.0003
2015-01-26,-0.0036
2015-01-27,-0.0202
2015-01-28,-0.0142
2015-01-29,0.0074
2015-01-30,-0.0101
2015-02-03,0.0067
2015-02-04,-0.0039
2015-02-05,0.003
2015-02-06,-0.0007
2015-02-09,-0.0085
2015-02-10,0.0187
2015-02-11,0.0062
2015-02-12,0.0088
2015-02-13,-0.0012
2015-02-17,0.0008
2015-02-18,0.0065
2015-02-19,0.0029
2015-02-20,0.0046
2015-02-23,0.0058
2015-02-24,-0.0015
2015-02-25,-0.0049
2015-02-26,0.0179
2015-02-27,-0.0059
2015-03-03,-0.0097
2015-03-04,-0.0008
2015-03-05,0.0029
2015-03-06,-0.0077
2015-03-09,0.0074
2015-03-10,-0.022
2015-03-11,-0.0059
2015-03-12,0.0026
2015-03-13,-0.0071
2015-03-16,0.012
2015-03-17,-0.001
2015-03-18,0.0081
2015-03-19,0.0022
2015-03-20,0.0079
2015-03-23,0.0007
2015-03-24,-0.0067
2015-03-25,-0.0288
2015-03-26,-0.0037
2015-03-27,0.0035
2015-03-30,0.0115
2015-03-31,-0.0062
2015-04-02,0.0017
2015-04-06,0.0037
2015-04-07,-0.0035
2015-04-08,0.0099
2015-04-09,0.0085
2015-04-10,-0.0023
2015-04-13,0.0003
2015-04-14,-0.0029
2015-04-15,-0.0012
2015-04-16,-0.005
2015-04-17,-0.0144
2015-04-20,0.016
2015-04-21,0.0064
2015-04-22,0.0068
2015-04-23,-0.0041
2015-04-24,0.0067
2015-04-27,-0.0002
2015-04-28,-0.0099
2015-04-29,-0.0098
2015-04-30,-0.0243
2015-05-04,-0.0005
2015-05-05,-0.0167
2015-05-06,-0.0021
2015-05-07,0.0056
2015-05-08,0.0183
2015-05-11,-0.0053
2015-05-12,-0.0065
2015-05-13,0.002
2015-05-14,0.0211
2015-05-15,-0.0026
2015-05-18,0.0086
2015-05-19,0.0008
2015-05-20,0.0013
2015-05-21,0.0053
2015-05-22,0.0014
2015-05-26,-0.0133
2015-05-27,0.0228
2015-05-28,-0.0034
2015-05-29,-0.0001
2015-06-02,-0.0065
2015-06-03,0.0022
2015-06-04,-0.0087
2015-06-05,0.0034
2015-06-08,-0.0125
2015-06-09,-0.084
2015-06-10,0.0146
2015-06-11,0.0002
2015-06-12,-0.0098
2015-06-15,-0.0021
2015-06-16,0.0051
2015-06-17,0.0012
2015-06-18,0.0192
2015-06-19,-0.0047
2015-06-22,0.006
2015-06-23,0.001
2015-06-24,-0.0047
2015-06-25,-0.0014
2015-06-26,-0.0048
2015-06-29,-0.0262
2015-06-30,0.0076
2015-07-02,-0.002
2015-07-06,-0.0025
2015-07-07,-0.0025
2015-07-08,-0.0213
2015-07-09,0.0001
2015-07-10,0.0172
2015-07-13,0.0137
2015-07-14,0.0082
2015-07-15,-0.0023
2015-07-16,0.0178
2015-07-17,0.0053
2015-07-20,0.0074
2015-07-21,0.0024
2015-07-22,-0.0096
2015-07-23,-0.0032
2015-07-24,0.0008
2015-07-27,-0.0165
2015-07-28,0.0105
2015-07-29,0.0112
2015-07-30,0.0117
2015-07-31,-0.0051
2015-08-04,0.0027
2015-08-05,0.0174
2015-08-06,-0.0117
2015-08-07,-0.0046
2015-08-10,0.0056
2015-08-11,-0.0043
2015-08-12,-0.0004
2015-08-13,0.0028
2015-08-14,-0.0007
2015-08-17,0.0084
2015-08-18,-0.0084
2015-08-19,-0.0054
2015-08-20,-0.0289
2015-08-21,-0.041
2015-08-24,-0.0453
2015-08-25,-0.0072
2015-08-26,0.0611
2015-08-27,0.0304
2015-08-28,-0.0014
2015-08-31,-0.0138
2015-09-02,0.0238
2015-09-03,0.0014
2015-09-04,-0.0143
2015-09-08,0.0276
2015-09-09,-0.0145
2015-09-10,0.0071
2015-09-11,0.0104
2015-09-14,-0.0075
2015-09-15,0.0129
2015-09-16,0.0053
2015-09-17,0.0035
2015-09-18,-0.0147
2015-09-21,0.0055
2015-09-22,-0.0132
2015-09-23,0.0057
2015-09-24,-0.0067
2015-09-25,-0.0037
2015-09-28,-0.0383
2015-09-29,-0.0023
2015-09-30,0.0249
2015-10-02,0.0144
2015-10-05,0.0174
2015-10-06,-0.0137
2015-10-07,0.001
2015-10-08,0.0101
2015-10-09,0.0063
2015-10-12,0.0055
2015-10-13,-0.0103
2015-10-14,-0.0023
2015-10-15,0.0169
2015-10-16,0.0085
2015-10-19,0.0065
2015-10-20,-0.0081
2015-10-21,-0.0069
2015-10-22,0.026
2015-10-23,0.0096
2015-10-26,0.0017
2015-10-27,0.0036
2015-10-28,-0.0059
2015-10-29,-0.0176
2015-10-30,0.0035
2015-11-03,-0.0024
2015-11-04,-0.0004
2015-11-05,-0.0008
2015-11-06,0.0036
2015-11-09,-0.0122
2015-11-10,0.0057
2015-11-11,0.0035
2015-11-12,-0.0165
2015-11-13,-0.0145
2015-11-16,0.0126
2015-11-17,0.0009
2015-11-18,0.0182
2015-11-19,0.0035
2015-11-20,0.0011
2015-11-23,-0.005
2015-11-24,-0.001
2015-11-25,0.0022
2015-11-27,0.0051
2015-11-30,-0.0026
2015-12-02,-0.0028
2015-12-03,-0.0088
2015-12-04,0.0229
2015-12-07,-0.0059
2015-12-08,0.0015
2015-12-09,-0.0153
2015-12-10,0.002
2015-12-11,-0.0268
2015-12-14,0.0135
2015-12-15,0.0054
2015-12-16,0.0193
2015-12-17,-0.0096
2015-12-18,-0.015
2015-12-21,0.0071
2015-12-22,0.003
2015-12-23,0.004
2015-12-24,-0.0004
2015-12-28,0.0049
2015-12-29,0.0164
2015-12-30,-0.0084
2015-12-31,-0.013
2016-01-05,0.0002
2016-01-06,0.0039
2016-01-07,-0.0236
2016-01-08,-0.0111
2016-01-11,0.0003
2016-01-12,0.0074
2016-01-13,-0.0341
2016-01-14,0.0214
2016-01-15,-0.0227
2016-01-19,0.011
2016-01-20,-0.0022
2016-01-21,-0.0057
2016-01-22,0.0221
2016-01-25,-0.0132
2016-01-26,0.0031
2016-01-27,-0.0191
2016-01-28,0.0143
2016-01-29,0.0117
2016-02-02,-0.0166
2016-02-03,-0.0174
2016-02-04,-0.0109
2016-02-05,-0.0471
2016-02-08,-0.0724
2016-02-09,0.0003
2016-02-10,0.0091
2016-02-11,0.0548
2016-02-12,0.0153
2016-02-16,0.0135
2016-02-17,0.0191
2016-02-18,-0.0133
2016-02-19,0.0063
2016-02-22,0.0202
2016-02-23,-0.0117
2016-02-24,0.0034
2016-02-25,0.0147
2016-02-26,-0.0047
2016-02-29,-0.0095
2016-03-02,-0.0033
2016-03-03,-0.0034
2016-03-04,-0.0022
2016-03-07,-0.0176
2016-03-08,-0.0023
2016-03-09,0.0124
2016-03-10,-0.0012
2016-03-11,0.0103
2016-03-14,0.0035
2016-03-15,0.0008
2016-03-16,0.0068
2016-03-17,-0.0017
2016-03-18,-0.004
2016-03-21,0.0011
2016-03-22,-0.0017
2016-03-23,-0.001
2016-03-24,-0.0039
2016-03-28,0.0029
2016-03-29,0.0157
2016-03-30,0.0027
2016-03-31,-0.0044
2016-04-04,-0.0101
2016-04-05,-0.0071
2016-04-06,0.0149
2016-04-07,-0.0081
2016-04-08,-0.0032
2016-04-11,-0.0066
2016-04-12,0.0064
2016-04-13,0.0148
2016-04-14,0.0026
2016-04-15,-0.0004
2016-04-18,0.0087
2016-04-19,-0.0125
2016-04-20,0.0009
2016-04-21,-0.0003
2016-04-22,-0.0322
2016-04-25,-0.0001
2016-04-26,-0.0074
2016-04-27,-0.0061
2016-04-28,-0.0016
2016-04-29,0.0156
2016-05-03,-0.0163
2016-05-04,-0.0043
2016-05-05,0.0025
2016-05-06,0.0048
2016-05-09,-0.0053
2016-05-10,0.0142
2016-05-11,-0.0099
2016-05-12,-0.0028
2016-05-13,-0.0015
2016-05-16,0.0146
2016-05-17,-0.0023
2016-05-18,0.0056
2016-05-19,-0.0098
2016-05-20,0.0105
2016-05-23,-0.0088
2016-05-24,0.027
2016-05-25,0.0019
2016-05-26,0.0052
2016-05-27,0.01
2016-05-31,-0.0024
2016-06-02,-0.0002
2016-06-03,-0.0029
2016-06-06,0.0023
2016-06-07,-0.0031
2016-06-08,0.0059
2016-06-09,-0.0013
2016-06-10,-0.013
2016-06-13,-0.0098
2016-06-14,0.0039
2016-06-15,-0.0039
2016-06-16,0.003
2016-06-17,-0.0129
2016-06-20,0.0051
2016-06-21,0.0073
2016-06-22,-0.0073
2016-06-23,0.014
2016-06-24,-0.0286
2016-06-27,-0.0116
2016-06-28,0.0202
2016-06-29,0.0155
2016-06-30,0.0087
2016-07-05,-0.001
2016-07-06,0.0085
2016-07-07,-0.0015
2016-07-08,0.014
2016-07-11,0.0067
2016-07-12,-0.0002
2016-07-13,-0.0015
2016-07-14,0.0021
2016-07-15,-0.0033
2016-07-18,0.0073
2016-07-19,0.0011
2016-07-20,0.0091
2016-07-21,-0.0027
2016-07-22,0.0055
2016-07-25,-0.001
2016-07-26,0.0049
2016-07-27,0.0001
2016-07-28,0.0013
2016-07-29,0.0027
2016-08-02,-0.0081
2016-08-03,-0.0007
2016-08-04,0.0073
2016-08-05,0.0079
2016-08-08,-0.0006
2016-08-09,0.007
2016-08-10,-0.0007
2016-08-11,0.0047
2016-08-12,0.0006
2016-08-15,0.0037
2016-08-16,-0.0054
2016-08-17,0.0016
2016-08-18,-0.0012
2016-08-19,-0.0012
2016-08-22,0.0026
2016-08-23,0.0023
2016-08-24,-0.0046
2016-08-25,0.001
2016-08-26,0.0051
2016-08-29,0.003
2016-08-30,-0.0032
2016-08-31,0.0011
2016-09-02,0.0017
2016-09-06,0.0101
2016-09-07,-0.0014
2016-09-08,-0.0054
2016-09-09,-0.03
2016-09-12,0.0229
2016-09-13,-0.0084
2016-09-14,0.004
2016-09-15,0.0114
2016-09-16,0.0013
2016-09-19,0.0006
2016-09-20,-0.0012
2016-09-21,0.0201
2016-09-22,0.0058
2016-09-23,-0.0081
2016-09-26,-0.0074
2016-09-27,0.0145
2016-09-28,0.0031
2016-09-29,-0.0079
2016-09-30,0.0021
2016-10-04,0.0012
2016-10-05,-0.0001
2016-10-06,0.0006
2016-10-07,-0.0049
2016-10-10,0.0025
2016-10-11,-0.0185
2016-10-12,0.0027
2016-10-13,-0.0048
2016-10-14,-0.001
2016-10-17,-0.0009
2016-10-18,0.0096
2016-10-19,0.0034
2016-10-20,0.0023
2016-10-21,0.0243
2016-10-24,0.0057
2016-10-25,-0.0078
2016-10-26,-0.0112
2016-10-27,-0.0026
2016-10-28,-0.0017
2016-10-31,-0.0028
2016-11-02,-0.0092
2016-11-03,-0.0113
2016-11-04,-0.0063
2016-11-07,0.0207
2016-11-08,0.0087
2016-11-09,-0.0059
2016-11-10,-0.0233
2016-11-11,-0.0007
2016-11-14,-0.0159
2016-11-15,0.0149
2016-11-16,0.0015
2016-11-17,0.0064
2016-11-18,-0.0041
2016-11-21,0.0151
2016-11-22,0.0056
2016-11-23,-0.0044
2016-11-25,0.0037
2016-11-28,-0.0001
2016-11-29,0.005
2016-11-30,-0.0185
2016-12-02,0.0039
2016-12-05,0.0082
2016-12-06,0.0069
2016-12-07,0.0136
2016-12-08,-0.0004
2016-12-09,-0.003
2016-12-12,-0.0039
2016-12-13,0.0109
2016-12-14,-0.0024
2016-12-15,0.0019
2016-12-16,-0.0057
2016-12-19,0.0076
2016-12-20,0.0071
2016-12-21,0.0022
2016-12-22,-0.0063
2016-12-23,0.0058
2016-12-27,0.0099
2016-12-28,-0.013
2016-12-29,0.0014
2016-12-30,-0.0158
2017-01-04,0.0026
2017-01-05,-0.002
2017-01-06,0.0071
2017-01-09,0.0061
2017-01-10,0.0012
2017-01-11,0.0001
2017-01-12,-0.0041
2017-01-13,0.0034
2017-01-17,-0.0139
2017-01-18,0.0072
2017-01-19,-0.0038
2017-01-20,-0.004
2017-01-23,-0.0311
2017-01-24,0.0059
2017-01-25,0.015
2017-01-26,-0.0067
2017-01-27,0.0041
2017-01-30,-0.0126
2017-01-31,-0.004
2017-02-02,-0.0013
2017-02-03,-0.0009
2017-02-06,0.0026
2017-02-07,0.0082
2017-02-08,0.0058
2017-02-09,-0.0045
2017-02-10,0.0016
2017-02-13,-0.0024
2017-02-14,-0.0011
2017-02-15,0.0063
2017-02-16,0.0118
2017-02-17,0.0044
2017-02-21,0.0043
2017-02-22,0.0051
2017-02-23,-0.0127
2017-02-24,0.0012
2017-02-27,0.0033
2017-02-28,0.0024
2017-03-02,-0.0128
2017-03-03,0.0036
2017-03-06,0.0008
2017-03-07,-0.0029
2017-03-08,-0.003
2017-03-09,-0.0002
2017-03-10,0.0039
2017-03-13,0.0079
2017-03-14,-0.0022
2017-03-15,0.0073
2017-03-16,-0.0023
2017-03-17,0.0096
2017-03-20,0.0043
2017-03-21,-0.02
2017-03-22,0.01
2017-03-23,-0.0016
2017-03-24,0.0039
2017-03-27,0.0023
2017-03-28,0.0066
2017-03-29,0.0034
2017-03-30,0.0051
2017-03-31,-0.0016
2017-04-04,-0.005
2017-04-05,-0.0018
2017-04-06,0
2017-04-07,-0.0006
2017-04-10,-0.0012
2017-04-11,-0.0027
2017-04-12,-0.0037
2017-04-13,-0.0035
2017-04-17,0.0141
2017-04-18,-0.0017
2017-04-19,-0.0009
2017-04-20,0.0096
2017-04-21,0.0031
2017-04-24,0.0117
2017-04-25,0.013
2017-04-26,-0.0042
2017-04-27,0.0117
2017-04-28,-0.0008
2017-05-02,-0.0075
2017-05-03,-0.0084
2017-05-04,-0.0053
2017-05-05,0.012
2017-05-08,-0.0013
2017-05-09,0.0063
2017-05-10,0.0201
2017-05-11,0.0008
2017-05-12,0.002
2017-05-15,0.0054
2017-05-16,0.0051
2017-05-17,-0.0335
2017-05-18,0.0145
2017-05-19,0.0067
2017-05-22,0.0115
2017-05-23,-0.0003
2017-05-24,0.0068
2017-05-25,0.0131
2017-05-26,0.0049
2017-05-30,0.0049
2017-05-31,0
2017-06-02,0.0077
2017-06-05,-0.001
2017-06-06,0.0013
2017-06-07,0.0124
2017-06-08,0.0081
