Date,UNP_cap_mom,CHTR_cap_mom,BA_cap_mom,LLY_cap_mom,RTX_cap_mom,LMT_cap_mom,BKNG_cap_mom,FIS_cap_mom,CAT_cap_mom,AMD_cap_mom,NOW_cap_mom,SQ_cap_mom,AME_cap_mom,ALXN_cap_mom,ANET_cap_mom,HPQ_cap_mom,ANSS_cap_mom,VRSN_cap_mom,TDOC_cap_mom,DDD_cap_mom,SSYS_cap_mom,SYRS_cap_mom,XONE_cap_mom
2020-11-13,2236284762720.9414,1966288067459.5283,1887958364285.1648,1699237419620.0332,1650958780890.0508,1483535961503.9658,1445142199714.4265,1406777130872.3357,1404427273907.3025,1290773382032.323,1262486808242.3535,1029654060815.178,499710498399.7395,441531439237.7159,413284301421.87036,403051076220.7503,360210514103.5582,256375970938.27408,248097249410.0552,13093667190.436213,9240645450.063934,5630558558.570037,2136550575.2956376
