Date,BABA,TSM,NVS,JD,SAP,ASML,ACN,UN,AZN,BHP,LIN,SHOP,GSK,RIO,RY,TD,BP,NTES,ENB,TAK,SPOT,MELI,TAL,AON,UBS,INFY,BIDU,VOD,LULU,ETN,NXPI,INFO,ZTO,TEL,CS,JCI,MRVL,EDU,TT,LBTYA,STX,QGEN,LBTYK,CRSP,ALV,SU
2019-04-10,186.19,42.37,81.93,30.17,112.27,199.79,177.0,57.92,40.54,57.0,181.02,206.5,41.27,62.4,77.64,55.38,45.04,54.59,36.77,19.81,143.57,514.34,36.84,172.84,12.47,11.08,177.04,18.25,167.46,82.42,98.13,54.97,19.11,86.08,12.21,35.82,22.34,90.67,86.11,27.38,49.71,41.39,26.53,38.82,80.26,33.1
2019-04-11,184.98,42.1,81.87,30.2,112.33,197.91,178.36,57.84,39.84,56.35,179.85,210.99,40.94,62.06,77.66,55.15,44.87,54.72,37.17,19.53,141.8,503.73,36.86,173.89,12.72,10.97,171.2,18.08,168.0,82.98,97.65,55.01,19.22,86.9,12.44,35.81,22.64,90.59,87.42,27.24,49.47,41.01,26.44,37.51,81.25,32.83
2019-04-12,188.91,42.58,80.24,30.57,112.32,202.82,178.64,57.51,39.52,56.83,180.35,214.83,40.6,62.78,78.5,55.85,44.67,54.89,37.47,19.04,144.95,504.52,37.14,176.12,12.85,10.55,173.09,18.34,169.88,83.88,100.34,55.08,19.52,87.95,12.84,36.08,23.74,90.87,88.76,27.92,49.67,40.61,27.05,37.91,83.76,33.19
2019-04-15,183.07,42.61,80.96,29.66,112.8,199.84,179.3,57.52,39.81,56.02,180.14,218.03,40.77,62.46,78.51,55.97,44.67,54.11,37.27,18.93,138.55,513.68,35.3,175.96,12.92,10.57,168.67,18.61,172.01,83.61,99.23,55.13,19.31,87.56,12.91,36.6,23.71,89.43,88.43,28.29,49.39,40.45,27.39,37.15,83.53,32.98
2019-04-16,185.78,43.01,79.34,29.91,111.2,203.62,179.06,57.56,39.3,55.37,180.62,215.4,40.27,60.34,79.13,56.5,44.48,53.15,37.11,18.96,139.41,501.96,34.86,176.93,13.12,10.37,170.28,18.59,169.33,84.15,100.66,55.17,19.32,88.66,13.26,36.86,24.01,89.99,88.26,27.72,50.64,39.73,26.81,39.08,82.8,32.89
2019-04-17,187.55,44.39,77.3,29.85,112.31,203.36,178.95,57.66,38.77,55.12,179.91,217.05,39.98,60.46,79.77,56.64,44.62,53.66,37.12,18.48,137.69,498.38,34.64,175.37,13.33,10.41,170.33,18.71,171.23,84.43,101.17,54.61,19.52,89.02,13.6,36.59,24.87,89.73,87.53,27.56,50.29,38.53,26.74,36.43,85.5,33.24
2019-04-18,186.94,45.4,76.41,30.01,112.97,205.91,178.61,58.86,38.8,54.95,180.4,220.72,39.85,60.77,80.01,56.56,44.39,53.2,37.19,18.15,139.65,492.0,34.08,175.17,13.26,10.39,171.02,18.52,173.31,85.21,100.59,55.01,19.6,89.43,13.44,36.75,24.85,89.99,87.5,27.58,50.5,38.3,26.66,36.26,86.75,33.19
2019-04-22,185.38,45.15,75.4,29.65,113.79,205.51,178.07,58.75,38.75,55.13,178.9,224.29,39.68,60.87,80.18,56.55,45.04,53.61,37.33,18.26,135.92,490.77,34.24,174.89,13.26,10.45,169.37,18.41,173.02,84.94,98.47,55.66,19.31,88.63,13.4,36.65,24.84,90.42,87.56,27.29,48.94,37.99,26.5,37.25,85.36,33.96
2019-04-23,187.29,45.42,75.9,29.78,114.8,205.29,180.48,58.86,38.69,54.68,179.33,223.44,40.22,60.6,80.26,56.13,45.02,54.83,37.67,18.41,138.79,500.0,34.98,178.38,13.09,10.53,173.29,18.31,176.78,85.59,99.03,56.29,19.8,89.81,13.26,36.96,25.12,92.97,87.98,27.27,48.22,38.73,26.49,38.68,84.62,34.19
2019-04-24,185.67,45.41,77.82,29.66,129.08,205.41,180.81,58.67,38.72,53.3,177.62,219.81,39.93,59.43,78.16,55.48,44.13,54.84,37.83,18.39,135.62,486.01,34.42,178.29,13.17,10.58,169.3,17.97,178.27,85.34,100.13,56.08,20.0,95.83,13.2,37.1,25.47,90.34,87.89,27.25,46.99,38.53,26.4,38.57,83.95,32.91
2019-04-25,187.88,44.48,80.6,29.23,129.05,206.21,179.95,58.63,39.06,53.35,176.28,218.97,40.22,59.34,78.16,55.67,43.96,55.59,37.78,18.18,132.82,487.57,36.17,179.61,13.3,10.52,167.93,17.96,177.29,83.8,97.68,56.3,19.67,95.51,13.31,36.65,25.4,92.25,86.77,26.65,46.07,38.68,25.79,39.56,79.71,33.12
2019-04-26,187.09,43.94,81.29,29.13,127.48,207.2,180.83,59.26,37.99,53.28,178.26,222.28,40.4,59.3,78.7,56.07,43.31,56.15,37.4,18.4,138.25,489.52,38.6,180.17,13.29,10.65,166.12,18.37,177.09,83.77,99.0,56.57,19.97,94.51,13.41,37.19,25.06,94.54,87.75,26.9,44.99,38.85,26.04,41.02,82.57,32.97
2019-04-29,186.94,43.83,81.13,29.86,129.05,206.41,181.21,59.31,38.18,53.34,177.1,225.79,40.45,59.29,79.28,56.65,43.02,56.73,37.31,18.39,138.14,494.16,38.67,178.57,13.53,10.75,165.85,18.52,177.5,83.99,97.9,56.9,19.92,94.21,13.52,37.32,25.14,94.26,93.45,27.03,44.94,38.94,26.16,40.28,81.53,33.13
2019-04-30,185.57,43.82,82.23,30.27,128.86,208.82,182.67,60.51,37.66,52.95,180.26,243.53,41.13,58.9,79.69,56.97,43.73,56.91,36.94,18.28,135.77,484.14,38.47,180.14,13.44,10.76,166.23,18.52,176.35,82.82,105.62,57.26,19.93,95.65,13.3,37.5,25.02,95.46,95.12,27.01,48.32,38.96,26.15,40.19,78.49,33.0
2019-05-01,189.31,43.82,81.91,30.2,127.86,206.39,181.31,59.76,37.35,51.92,178.29,245.16,40.41,57.94,79.19,56.65,43.08,57.07,36.83,18.22,136.5,484.73,38.18,175.72,13.28,10.77,165.42,18.44,175.67,81.91,104.99,56.48,19.79,94.41,13.18,39.29,24.68,93.85,94.69,26.55,48.31,38.63,25.81,38.82,77.51,32.53
2019-05-02,190.39,44.4,81.93,29.99,125.98,205.93,179.39,59.48,37.62,51.72,180.49,255.54,40.46,57.44,79.0,56.52,42.63,56.08,36.3,18.12,132.7,482.35,39.05,176.48,13.38,10.57,166.24,18.4,176.55,81.42,106.6,56.56,19.98,94.51,13.24,38.98,24.71,95.74,95.63,26.21,48.39,38.51,25.58,40.28,78.53,31.66
2019-05-03,195.21,44.71,82.61,30.05,127.4,208.68,176.98,60.09,38.41,52.81,180.96,264.03,40.75,58.92,79.62,56.97,43.08,57.09,36.65,18.35,136.17,578.94,38.97,178.75,13.33,10.33,167.04,18.46,178.64,82.8,108.08,57.0,19.98,95.65,12.97,39.58,24.69,95.31,96.73,26.66,49.6,38.96,26.02,40.57,78.71,32.39
2019-05-06,188.24,43.76,82.77,28.7,126.42,205.17,176.26,60.1,38.35,51.9,178.63,265.52,40.53,58.08,79.65,56.83,42.93,56.28,36.76,18.36,137.0,567.69,37.58,179.68,12.56,10.45,164.5,18.33,177.69,82.04,106.02,56.98,19.2,93.75,12.69,39.59,24.43,92.0,95.76,26.76,49.37,38.85,26.05,42.09,77.5,32.08
2019-05-07,181.43,43.76,81.07,27.13,123.47,200.69,173.94,59.4,37.98,51.89,174.57,258.69,39.59,58.29,78.9,56.06,42.22,52.83,36.56,18.7,136.06,539.41,36.51,176.79,12.22,10.34,162.13,18.26,173.98,81.03,102.46,56.08,18.8,92.05,12.41,39.25,23.85,88.46,94.65,25.96,48.56,36.82,25.31,39.16,75.32,31.87
2019-05-08,179.59,43.7,81.87,26.89,124.3,201.43,173.82,59.87,38.3,51.78,176.54,261.51,39.74,57.67,78.6,55.68,42.28,52.88,36.73,18.62,137.71,536.06,36.65,177.42,12.27,10.39,159.58,18.16,175.17,80.96,101.5,56.15,19.08,91.14,12.45,39.38,23.86,90.85,94.26,25.9,49.04,36.59,25.31,39.86,76.3,32.56
2019-05-09,179.04,43.25,80.98,27.51,124.37,198.99,174.46,59.64,38.47,51.45,173.35,260.62,39.66,57.74,78.75,55.47,41.65,52.33,36.55,19.05,134.83,542.64,36.2,176.51,12.12,10.2,158.7,18.11,173.71,80.96,100.33,55.72,18.98,90.89,12.31,39.59,23.4,88.15,94.29,26.29,47.57,36.26,25.62,39.99,73.91,32.34
2019-05-10,178.0,42.83,81.88,28.17,125.75,198.74,174.3,60.0,37.65,51.87,181.59,258.83,39.53,58.87,78.59,55.38,41.5,52.89,36.85,19.78,137.85,557.84,35.58,179.1,12.13,10.26,156.75,18.33,173.68,81.49,100.17,56.2,19.01,90.91,12.33,39.68,23.51,88.01,95.28,26.31,47.4,36.72,25.57,40.59,74.65,31.91
2019-05-13,170.01,40.99,80.51,28.18,123.24,190.44,171.02,59.74,37.28,50.65,180.68,250.79,39.34,57.16,77.49,54.73,41.23,50.91,37.26,19.49,132.39,543.03,33.56,176.23,11.79,10.11,151.54,16.77,167.57,78.5,93.12,54.64,18.26,88.14,11.76,39.1,22.14,81.93,93.42,24.81,44.04,35.73,24.06,37.75,71.24,31.42
2019-05-14,174.84,41.97,80.73,29.67,125.2,198.04,173.61,59.17,37.82,51.25,180.92,253.15,39.21,58.46,77.74,54.94,41.55,52.47,36.44,17.92,133.58,562.69,34.98,178.05,11.81,10.21,152.39,16.34,170.68,79.15,98.17,56.14,18.49,88.97,11.86,39.25,22.89,84.03,94.04,24.91,44.64,36.64,24.28,37.62,71.76,31.9
2019-05-15,177.6,41.97,81.55,30.44,126.17,200.63,175.4,59.65,37.68,51.42,180.86,264.16,39.58,58.29,77.95,55.07,41.77,52.41,36.67,18.03,136.43,572.93,35.54,178.88,11.79,10.39,152.5,16.06,172.88,79.54,100.17,56.62,18.82,89.88,11.86,39.05,23.1,85.6,94.12,25.29,45.59,37.25,24.75,38.67,71.51,32.1
2019-05-16,175.57,41.53,82.45,30.46,129.11,202.14,178.17,60.18,37.8,52.04,187.65,278.01,39.34,59.78,78.24,55.27,42.28,55.82,37.05,17.38,135.43,595.73,35.9,181.7,11.99,10.51,153.7,15.87,176.8,80.01,97.65,57.69,19.54,90.32,11.92,39.18,23.1,85.87,94.57,25.62,45.68,37.5,25.03,39.44,70.39,32.48
2019-05-17,169.57,40.25,82.7,29.31,127.36,201.2,178.33,60.41,37.78,52.07,189.0,273.5,39.46,59.96,78.06,55.25,42.34,53.31,37.53,17.47,132.76,574.57,35.25,180.54,11.96,10.17,128.31,15.74,173.0,78.75,95.13,57.4,17.93,89.54,11.79,38.95,22.62,84.66,93.73,25.23,45.22,37.07,24.66,38.83,68.64,32.18
2019-05-20,160.65,38.66,82.01,28.36,125.19,190.48,178.54,60.08,37.54,52.32,185.26,267.19,39.39,59.74,78.24,55.61,42.58,51.52,37.35,18.01,131.52,574.09,34.56,178.53,12.0,10.2,117.55,16.02,174.15,78.42,92.6,57.5,18.02,88.19,11.73,39.09,21.74,83.12,94.13,25.1,44.72,38.01,24.57,37.69,67.23,32.32
2019-05-21,163.43,39.3,82.39,29.05,126.91,193.75,179.57,60.06,37.88,52.34,187.27,272.81,39.39,59.76,78.42,55.47,42.75,52.52,37.57,17.92,132.24,572.95,34.87,180.35,12.04,10.18,120.49,15.97,176.53,79.92,96.68,58.43,18.31,89.27,11.9,39.49,22.4,84.52,95.85,25.87,46.16,38.51,25.28,39.43,67.33,32.78
2019-05-22,158.83,38.9,83.91,28.23,128.7,191.53,180.39,60.63,38.61,51.76,188.24,279.0,40.2,59.45,78.39,54.97,42.34,52.16,37.25,17.48,127.09,569.49,34.1,180.96,11.91,10.22,118.4,15.85,175.72,78.93,93.64,58.72,18.02,88.43,11.74,39.21,22.6,82.84,94.87,25.41,44.71,38.7,24.9,38.82,64.71,31.94
2019-05-23,156.0,38.07,84.44,26.7,126.6,190.62,178.27,60.47,38.66,51.28,185.08,271.62,39.99,58.77,76.16,56.01,41.34,52.03,36.99,17.43,121.58,580.67,33.75,178.25,11.77,10.16,113.46,15.56,170.2,77.03,91.91,57.76,18.05,86.73,11.54,38.76,22.12,81.17,93.69,25.15,43.74,38.45,24.61,36.81,64.49,30.7
2019-05-24,155.0,38.2,87.52,26.32,127.51,189.8,178.81,61.23,39.02,52.48,187.86,275.85,40.18,59.71,77.26,56.64,41.76,51.2,37.47,17.71,124.65,592.55,33.98,177.79,11.91,10.23,114.47,15.99,172.72,77.39,91.81,58.38,17.95,86.67,11.64,38.51,21.92,81.54,93.24,24.91,43.19,38.2,24.41,37.0,66.0,31.09
2019-05-28,154.81,37.65,86.92,26.29,126.0,190.99,178.39,60.4,38.01,53.15,184.31,282.43,39.18,60.63,76.84,56.4,41.48,50.17,37.51,17.91,124.36,600.58,34.37,179.31,11.66,10.3,114.14,15.95,173.55,76.19,89.61,57.82,18.35,86.29,11.52,38.46,21.34,82.77,92.01,25.02,42.63,38.28,24.54,36.72,66.55,31.27
2019-05-29,152.48,37.69,85.81,26.01,124.25,188.56,177.61,60.46,37.53,52.64,183.01,272.68,38.88,59.39,76.0,55.6,41.27,49.69,37.13,17.69,125.67,573.61,34.0,179.12,11.62,10.27,112.95,16.29,161.59,75.59,89.12,57.52,18.04,86.25,11.47,38.25,22.02,83.19,91.75,24.91,43.73,37.76,24.46,36.86,65.17,31.28
2019-05-30,151.07,38.04,85.8,26.35,124.92,189.89,178.82,60.96,37.51,52.5,183.41,277.05,38.74,58.93,75.97,55.43,41.03,49.85,36.77,17.24,127.61,578.29,34.32,181.76,11.57,10.57,111.82,16.38,163.85,75.85,90.88,57.82,18.05,86.86,11.44,38.93,22.19,84.11,92.85,24.37,43.92,37.87,23.99,36.59,64.28,31.05
2019-05-31,149.26,38.35,85.64,25.76,123.08,188.05,178.07,60.12,37.38,51.91,180.55,274.9,38.64,57.93,75.15,54.65,40.72,49.72,36.87,16.97,125.58,570.52,34.41,180.07,11.43,10.47,110.0,16.21,165.59,74.49,88.16,57.39,18.04,84.23,11.27,38.52,22.3,85.65,91.81,24.6,41.85,38.08,24.24,35.57,61.57,30.8
2019-06-03,149.91,38.82,87.66,25.76,122.84,186.98,175.16,60.48,37.9,52.38,187.28,265.0,39.04,58.76,75.68,54.81,41.04,48.93,35.23,16.58,122.81,568.77,35.52,182.1,11.47,10.45,107.78,16.36,163.87,75.38,89.63,57.66,18.04,85.26,11.3,39.0,22.35,87.98,93.66,24.42,42.52,37.96,24.06,35.99,63.43,30.24
2019-06-04,154.15,39.06,87.42,26.8,125.83,190.46,177.97,60.52,38.59,53.01,191.35,274.0,38.89,59.25,76.91,55.79,41.36,50.18,35.73,16.95,127.61,551.71,36.46,182.81,11.77,10.58,111.43,16.89,169.0,77.77,94.63,58.22,17.95,88.1,11.74,39.55,23.42,90.89,95.55,25.55,44.16,38.28,25.05,37.26,66.04,30.24
2019-06-05,151.65,38.23,87.54,26.19,126.26,189.4,179.56,60.67,38.36,52.38,192.75,292.52,38.67,58.04,77.08,56.04,41.04,49.11,35.57,16.83,131.0,569.15,35.3,187.46,11.75,10.44,109.14,16.78,173.52,78.22,93.45,59.04,17.4,88.59,11.71,39.46,23.17,88.5,96.26,25.34,44.05,38.78,24.79,37.53,65.42,29.98
2019-06-06,151.5,38.44,87.66,26.24,126.49,192.76,180.4,60.81,38.83,52.72,197.35,297.06,38.98,57.99,77.17,56.39,41.61,50.49,35.42,16.63,135.41,581.69,34.37,187.74,11.77,10.53,108.89,16.18,170.38,78.3,92.29,59.22,17.27,89.66,11.6,39.45,23.69,88.0,96.94,25.76,44.4,38.56,25.19,37.25,65.98,30.38
2019-06-07,154.23,38.82,88.06,26.8,129.64,196.62,182.92,61.29,39.02,53.1,200.05,305.05,39.8,58.11,77.67,56.7,42.14,51.65,35.51,17.11,140.08,604.49,35.26,190.24,11.8,10.63,109.81,16.44,172.49,79.08,92.64,59.6,17.56,90.91,11.54,39.11,24.05,89.29,97.25,26.24,43.56,38.92,25.61,42.88,66.39,30.48
2019-06-10,159.85,39.62,88.22,27.26,129.43,198.26,184.44,61.12,39.59,53.33,200.42,306.73,40.12,58.67,77.9,56.84,42.08,52.57,35.4,17.41,139.23,616.46,35.67,190.87,11.86,10.78,111.76,16.42,171.35,79.32,95.39,60.75,17.94,91.51,11.63,38.81,24.45,89.44,97.25,26.76,43.95,38.87,26.02,44.38,68.75,30.41
2019-06-11,162.65,39.96,88.1,28.0,128.38,200.1,183.37,61.55,39.39,55.05,200.79,306.71,39.92,60.27,77.68,56.98,42.34,53.96,34.77,17.55,138.6,613.3,37.0,189.45,11.92,10.84,115.37,16.47,171.63,79.21,95.46,59.64,18.25,91.31,11.72,38.87,24.67,91.35,95.68,26.46,43.79,39.0,25.73,43.52,68.24,30.61
2019-06-12,160.04,39.46,88.98,27.24,128.31,196.82,184.59,61.98,39.93,54.78,201.69,310.14,40.3,60.29,76.78,56.26,41.06,53.51,34.18,17.6,142.5,623.41,36.42,189.23,11.74,10.8,113.09,16.29,170.89,78.67,93.76,59.45,18.31,91.87,11.49,39.53,24.06,89.6,96.18,26.27,43.64,39.28,25.5,43.53,66.52,30.76
2019-06-13,160.33,39.45,89.59,27.54,128.81,197.93,184.95,61.43,39.91,55.47,202.74,306.99,40.13,61.57,77.27,56.38,41.22,53.48,34.31,17.35,144.85,635.59,36.33,189.68,11.69,10.62,114.01,16.27,174.52,79.29,94.44,59.26,18.53,92.11,11.54,40.27,24.26,90.19,96.47,26.38,44.56,39.62,25.63,44.26,66.67,30.97
2019-06-14,158.1,37.84,89.52,27.05,127.65,192.02,184.97,61.28,39.67,54.97,202.71,305.11,40.12,60.77,77.21,56.6,40.91,53.19,34.48,17.09,144.59,616.0,36.72,190.76,11.54,10.6,113.08,16.0,176.71,78.37,90.89,59.32,18.61,90.66,11.45,39.95,23.83,90.76,96.73,26.71,44.26,39.52,25.92,43.27,65.98,31.0
2019-06-17,159.91,37.66,89.76,27.33,128.46,189.64,183.9,61.18,39.98,54.85,201.26,305.85,39.93,60.66,77.24,56.6,40.44,52.75,34.24,17.07,149.5,618.85,36.73,188.81,11.48,10.6,114.33,15.92,183.34,77.64,89.7,59.36,18.61,90.46,11.4,39.17,23.72,89.17,95.24,26.66,44.36,39.64,25.86,47.07,64.71,31.08
2019-06-18,165.51,39.21,91.3,28.26,131.77,194.72,184.5,61.39,40.95,56.37,204.02,304.21,40.22,62.18,78.72,57.45,41.08,53.23,34.59,17.22,147.01,622.75,37.3,190.13,11.67,10.75,116.95,16.15,188.03,79.47,94.78,59.08,18.83,92.71,11.6,39.66,24.55,91.59,95.62,27.26,45.53,40.44,26.54,48.2,66.9,31.16
2019-06-19,165.46,39.4,91.91,28.66,131.84,196.82,183.95,61.56,41.68,55.73,200.59,327.02,41.0,59.9,79.17,57.95,41.09,51.99,34.92,17.82,149.3,641.39,38.11,192.0,11.76,10.6,117.8,16.1,187.1,79.95,96.22,59.55,18.97,93.38,11.73,39.06,24.31,93.41,95.98,27.64,45.44,40.67,26.92,46.95,66.45,31.39
2019-06-20,168.25,40.51,92.37,29.12,134.4,201.66,186.52,61.27,41.61,57.09,202.34,328.01,40.41,60.4,79.92,58.16,41.81,53.05,35.42,17.66,149.77,636.44,37.98,193.52,11.76,10.77,118.3,16.31,186.5,82.64,98.01,59.89,19.17,95.94,11.82,39.7,24.12,93.48,97.84,27.61,46.19,41.21,26.88,44.35,68.01,31.82
2019-06-21,167.55,40.52,92.49,29.06,134.35,202.27,185.56,61.37,41.36,56.6,202.13,326.85,40.27,60.27,79.51,57.93,42.45,52.49,35.16,17.45,148.31,630.65,37.68,192.02,11.64,10.72,116.91,16.14,181.87,83.22,98.06,59.88,19.03,95.19,11.7,40.09,23.97,94.6,97.1,27.5,46.46,40.71,26.84,45.41,67.3,31.6
2019-06-24,168.1,39.98,92.8,28.91,134.93,202.8,186.11,61.88,41.49,57.34,203.38,311.83,40.59,60.94,79.64,58.3,42.18,52.39,35.11,17.41,150.04,621.8,36.42,193.52,11.66,10.68,116.7,16.0,182.64,82.27,97.65,59.56,19.04,95.0,11.66,40.44,23.78,93.67,97.43,26.9,47.32,40.68,26.31,43.35,67.68,31.85
2019-06-25,165.8,38.92,92.37,28.5,133.01,199.04,184.9,61.42,41.4,57.08,202.8,284.04,40.63,60.99,79.12,57.97,41.86,50.92,34.84,17.59,144.16,614.54,36.35,193.25,11.58,10.65,113.26,15.69,177.26,82.08,95.11,59.26,18.95,94.41,11.58,40.58,23.41,91.35,96.87,26.25,46.21,40.37,25.67,43.98,67.57,31.51
2019-06-26,168.99,39.08,91.2,30.14,134.03,204.39,183.31,60.6,40.97,57.87,200.6,289.03,40.13,61.7,79.11,58.11,42.08,51.31,35.06,17.69,142.1,609.22,37.5,189.89,11.68,10.66,115.77,15.95,177.31,82.63,97.14,62.37,18.95,95.16,11.72,40.62,23.71,95.62,96.59,26.41,47.25,39.98,25.88,43.92,69.07,31.57
2019-06-27,170.9,39.59,90.94,30.29,134.68,204.99,183.0,60.37,40.99,58.21,199.53,300.96,39.96,61.95,78.99,58.1,41.62,52.27,35.54,17.57,143.25,610.67,38.09,192.57,11.84,10.62,116.04,16.26,180.11,82.72,99.23,63.1,19.2,95.16,12.02,40.53,23.89,95.75,96.47,26.75,46.72,40.19,26.21,45.36,70.5,31.09
2019-06-28,169.45,39.17,91.31,30.29,136.8,207.93,184.77,60.72,41.28,58.11,200.8,300.15,40.02,62.34,79.4,58.36,41.7,51.15,36.08,17.7,146.22,611.77,38.1,192.98,11.85,10.7,117.36,16.33,180.21,83.28,97.61,63.72,19.12,95.78,11.97,41.31,23.87,96.58,98.27,26.99,47.12,40.55,26.53,47.1,70.51,31.16
2019-07-01,175.05,41.38,91.86,31.19,138.3,214.97,186.87,60.72,41.31,58.44,203.0,304.68,40.43,62.78,79.67,58.6,42.08,52.54,36.17,17.65,145.29,619.31,39.3,195.14,11.9,10.7,118.01,16.13,179.95,83.18,99.92,64.61,19.7,97.35,12.04,41.89,24.27,98.42,99.06,27.43,47.51,40.69,26.85,47.71,69.35,31.6
2019-07-02,175.45,40.8,92.1,31.45,139.35,214.42,188.6,61.41,41.71,58.97,203.54,311.96,40.92,63.73,79.95,58.77,41.86,52.34,35.96,17.69,146.43,626.98,39.56,195.93,11.93,10.76,119.35,16.21,180.86,81.74,98.08,64.66,19.57,96.09,11.97,41.64,24.03,97.92,97.56,27.68,47.41,40.67,26.94,46.89,67.61,31.17
2019-07-03,174.67,40.33,92.5,31.5,140.18,213.83,190.97,62.1,41.99,58.93,203.61,313.33,41.33,63.31,80.74,59.29,41.36,53.11,36.25,17.72,145.86,633.52,38.5,198.48,11.99,10.74,118.56,16.5,183.99,82.32,97.68,65.12,19.68,95.84,12.1,41.83,24.57,97.08,97.4,27.6,47.53,40.81,26.88,47.9,67.67,31.29
2019-07-05,173.3,39.93,90.44,31.03,138.16,209.75,191.39,61.62,40.94,56.61,202.43,313.72,40.85,60.05,80.87,59.41,41.03,52.3,36.39,17.84,146.31,638.18,38.25,197.58,12.14,10.69,116.29,16.83,183.21,81.81,96.53,64.62,19.87,95.39,12.25,41.87,24.3,95.88,96.83,27.65,47.25,40.26,26.92,47.59,67.75,31.45
2019-07-08,168.45,39.32,90.74,30.57,138.48,208.03,190.31,61.69,40.83,57.19,201.67,321.0,40.52,60.48,80.36,59.12,41.08,51.56,35.98,17.79,144.29,629.97,36.8,196.47,11.96,10.56,113.2,16.65,186.8,81.26,95.55,64.58,19.94,94.2,12.03,41.69,24.14,90.99,97.25,26.99,46.59,39.82,26.27,47.31,66.36,31.37
2019-07-09,168.8,39.67,91.06,30.75,138.28,206.61,191.09,60.93,40.74,56.87,200.97,321.98,40.75,60.58,80.39,58.52,40.95,51.51,36.56,17.83,147.24,640.56,37.0,196.55,11.88,10.42,114.8,16.55,186.05,80.25,95.92,64.81,19.76,93.99,11.94,41.65,24.56,93.3,96.23,26.74,46.04,39.92,26.01,48.03,66.08,32.11
2019-07-10,166.93,40.71,91.39,30.71,137.66,208.12,191.71,60.66,41.13,57.44,201.77,319.01,41.11,61.39,80.39,58.42,41.22,52.52,36.75,17.95,151.36,633.33,36.49,197.82,12.02,10.48,114.4,16.51,183.87,79.04,96.13,64.84,19.72,93.75,12.01,41.33,25.1,90.53,96.36,26.81,47.24,39.98,26.06,49.83,66.62,32.42
2019-07-11,166.55,40.9,90.34,30.51,137.42,208.74,194.67,60.65,40.45,57.21,202.81,315.0,40.93,60.85,80.38,58.74,41.28,52.68,36.89,17.97,151.46,634.29,35.99,196.64,12.16,10.72,114.75,16.6,183.07,79.15,94.12,65.4,19.8,92.69,12.2,41.33,24.89,92.03,96.63,27.18,46.66,39.79,26.58,49.18,66.16,32.46
2019-07-12,169.07,41.23,88.19,31.08,136.77,208.18,196.21,60.54,40.21,57.24,203.98,310.02,40.42,60.71,80.04,58.72,41.21,51.97,36.51,17.79,152.3,644.79,35.9,197.47,12.22,11.4,114.9,16.49,189.52,81.21,96.99,65.57,19.82,94.44,12.31,41.54,25.4,92.82,98.23,27.17,47.62,39.69,26.54,49.11,68.05,32.28
2019-07-15,173.5,41.82,89.27,31.03,137.13,206.76,195.32,60.7,40.22,57.85,204.07,324.02,40.9,61.51,79.89,58.65,40.69,51.25,36.31,17.99,154.27,645.11,37.2,197.53,12.15,11.5,115.63,16.31,189.17,80.69,99.16,65.58,19.86,93.52,12.27,41.82,26.01,94.88,98.66,26.49,48.34,40.05,25.88,49.28,68.63,32.18
2019-07-16,174.19,41.77,89.16,30.72,135.12,205.0,194.25,60.97,40.2,57.56,202.59,317.39,41.18,60.43,79.88,58.66,40.21,51.88,35.95,17.86,151.45,633.95,37.3,197.08,12.11,11.53,114.23,15.75,190.18,81.15,97.01,65.56,19.79,90.05,12.37,42.06,25.73,96.41,99.4,26.11,47.36,39.5,25.5,48.5,70.0,31.56
2019-07-17,174.82,41.63,90.23,30.71,134.22,217.67,193.81,60.72,40.34,58.01,201.82,325.32,41.14,60.96,79.89,58.81,39.28,50.49,36.11,17.39,148.09,631.73,36.99,194.76,12.04,11.49,113.58,15.68,190.38,79.35,96.4,65.37,19.56,88.22,12.32,41.06,26.1,95.87,97.11,26.01,47.0,39.58,25.5,49.24,69.83,31.4
2019-07-18,172.8,43.19,94.26,30.58,127.42,226.65,194.82,61.08,40.73,57.84,203.64,331.15,41.41,60.65,80.25,59.09,38.84,49.6,36.29,17.4,145.2,648.67,36.42,197.04,12.13,11.55,111.79,15.92,189.39,79.06,97.12,65.53,19.51,88.75,12.43,41.17,26.39,96.74,97.17,28.1,47.37,39.86,27.42,49.72,69.77,31.19
2019-07-19,172.99,43.83,93.56,30.99,124.63,223.62,193.93,60.16,40.12,58.3,203.38,330.0,40.96,61.11,80.32,58.79,39.23,48.76,35.83,17.38,144.11,626.7,36.18,194.91,11.97,11.39,112.25,16.11,187.94,79.86,97.96,65.05,19.66,88.71,12.24,41.32,25.92,97.0,96.74,27.65,47.3,39.54,27.05,49.04,71.89,31.15
2019-07-22,174.0,44.6,94.04,30.66,124.83,227.74,194.44,60.58,40.33,58.47,203.58,335.24,41.13,60.75,79.9,58.63,39.35,48.59,35.73,17.16,146.76,636.51,36.26,194.15,12.11,11.46,111.7,15.94,187.75,79.56,98.74,65.25,19.7,89.47,12.31,41.0,25.85,98.29,96.61,27.48,47.37,39.92,26.91,49.39,72.07,31.16
2019-07-23,178.09,44.42,93.68,31.85,125.63,230.21,194.46,60.45,40.58,58.38,206.82,330.22,41.32,60.55,80.27,58.79,39.47,49.01,35.42,17.25,148.74,634.83,37.23,194.7,12.29,11.49,115.14,16.2,189.07,81.81,100.94,65.25,19.64,91.2,12.61,41.06,26.5,107.32,96.55,27.77,47.73,39.82,27.13,49.11,74.46,30.99
