Date,BABA,TSM,NVS,JD,SAP,ASML,ACN,UN,AZN,BHP,LIN,SHOP,GSK,RIO,RY,TD,BP,NTES,ENB,TAK,SPOT,MELI,TAL,AON,UBS,INFY,BIDU,VOD,LULU,ETN,NXPI,INFO,ZTO,TEL,CS,JCI,MRVL,EDU,TT,LBTYA,STX,QGEN,LBTYK,CRSP,ALV,SU
2019-07-24,178.67,44.54,93.32,32.2,127.61,234.06,194.47,59.89,40.35,56.34,202.75,329.57,41.43,58.04,79.86,58.98,39.14,49.03,34.99,17.18,152.34,660.0,37.51,195.89,11.84,11.46,116.38,16.4,192.21,82.73,105.5,64.81,19.84,91.38,12.48,41.4,27.17,107.14,96.27,27.85,48.93,40.1,27.31,49.14,77.03,30.55
2019-07-25,177.29,43.62,91.99,31.83,125.39,230.05,194.97,58.65,42.66,56.11,199.89,333.34,41.54,57.3,79.4,58.69,38.99,48.02,33.56,16.83,152.97,652.5,33.24,196.85,11.46,11.52,114.47,16.38,191.21,81.98,101.77,64.69,19.71,91.95,12.13,41.12,27.21,107.93,94.97,27.85,48.08,37.87,27.21,49.66,74.57,29.62
2019-07-26,178.74,43.46,93.19,31.55,126.99,230.85,196.93,58.67,43.51,56.13,200.96,336.54,41.91,57.53,79.55,58.67,38.98,47.79,33.6,16.86,155.38,654.71,32.77,194.56,11.38,11.48,114.22,18.25,190.61,81.57,102.36,65.46,19.7,93.65,12.05,41.2,27.33,105.0,95.1,27.79,47.81,38.29,27.25,51.92,74.27,29.64
2019-07-29,177.02,43.94,92.13,31.39,126.43,230.97,197.35,59.14,44.39,56.43,199.77,319.71,42.18,57.81,79.62,58.81,39.09,46.16,33.38,16.93,153.89,653.39,32.06,195.79,11.36,11.51,113.45,18.45,192.09,81.07,104.23,65.39,19.94,94.01,12.0,40.91,27.28,105.0,94.82,27.14,47.48,38.35,26.59,51.32,74.27,29.12
2019-07-30,174.1,43.11,91.64,30.42,123.0,228.34,195.65,58.74,43.86,56.26,196.5,314.3,41.82,58.04,79.24,58.63,39.99,46.56,33.33,16.77,155.2,633.78,32.16,193.17,11.25,11.42,112.75,18.39,191.77,83.12,105.79,65.23,19.98,93.35,11.93,41.27,26.87,104.94,98.22,27.16,47.44,38.41,26.54,50.72,72.59,29.13
2019-07-31,173.11,42.63,91.58,29.91,123.03,222.81,192.58,57.74,43.41,54.93,191.28,317.88,41.28,57.08,78.91,58.44,39.74,46.16,33.39,17.6,154.94,621.42,32.2,189.25,11.17,11.32,111.7,18.12,191.09,82.19,103.39,64.42,19.65,92.4,12.07,42.44,26.26,104.31,95.93,26.67,46.31,37.72,26.04,50.69,72.15,28.7
2019-08-01,165.65,41.87,92.31,28.61,123.07,221.44,194.16,58.2,44.0,52.93,190.42,341.39,41.48,54.53,77.77,57.51,39.0,44.99,33.64,17.83,155.61,626.45,32.39,189.97,10.86,11.26,109.21,18.3,185.45,79.97,100.0,64.04,19.31,90.98,11.83,42.01,25.65,103.85,94.44,26.4,46.26,37.22,25.83,52.56,69.87,28.74
2019-08-02,161.0,41.65,92.18,28.01,121.68,219.91,193.01,57.64,44.28,52.05,187.71,332.19,41.05,53.28,77.31,56.98,38.48,43.94,33.5,17.94,153.47,614.71,32.55,191.04,11.12,11.08,107.76,18.32,178.93,79.3,100.46,63.83,19.1,90.31,11.74,41.93,25.03,103.17,93.78,26.49,44.93,37.19,25.95,49.89,69.48,28.43
2019-08-05,153.67,39.87,90.72,26.17,118.73,212.13,185.55,56.53,43.56,50.43,190.63,321.39,40.36,52.14,75.96,55.88,37.66,42.38,32.93,17.37,150.0,574.25,30.98,183.25,10.89,10.9,100.15,17.89,174.46,76.83,96.9,62.24,18.24,87.68,11.37,41.4,23.95,99.03,91.54,25.52,44.44,36.33,24.97,45.0,67.5,27.64
2019-08-06,157.43,41.26,88.22,26.48,117.65,214.89,188.81,56.69,43.62,50.22,188.76,332.67,40.31,52.14,76.06,56.2,37.61,42.53,32.76,17.92,151.44,601.04,31.39,187.39,10.99,11.0,99.68,17.86,179.63,78.89,100.27,63.12,18.54,88.61,11.5,41.87,24.27,100.47,92.7,25.56,44.68,36.34,25.02,47.5,68.32,27.87
2019-08-07,159.17,41.26,88.8,26.57,120.47,215.7,188.87,57.21,43.92,49.89,190.78,341.31,40.51,51.56,76.17,55.9,37.55,43.17,33.52,17.69,151.78,613.54,31.73,186.37,10.81,11.16,99.19,17.98,181.36,78.09,102.37,63.04,18.72,88.89,11.43,41.88,24.7,102.1,92.49,25.72,44.58,36.34,25.19,48.0,68.6,28.11
2019-08-08,162.22,41.9,91.23,27.54,121.52,220.03,194.18,56.92,44.14,51.0,192.61,357.81,40.5,50.65,76.97,56.7,37.18,47.6,33.94,17.47,157.66,688.1,32.2,189.7,10.87,11.25,99.89,18.2,186.35,79.76,101.48,64.39,19.02,90.22,11.58,42.6,25.36,104.22,93.83,25.81,45.14,37.01,25.57,49.05,69.68,28.62
2019-08-09,159.12,41.41,90.82,27.1,119.75,215.99,191.48,56.99,44.77,49.98,191.97,369.95,40.47,48.78,76.5,56.5,36.81,48.58,33.81,17.66,155.01,690.1,32.2,189.43,10.88,11.13,97.36,18.01,182.82,79.03,99.88,64.41,19.06,89.77,11.58,42.31,24.72,103.84,92.62,25.98,44.88,36.45,25.85,50.0,68.3,28.62
2019-08-12,159.31,40.96,91.1,27.16,119.1,214.45,190.0,57.46,44.36,49.54,192.2,366.73,40.24,48.8,75.48,55.83,36.67,47.03,33.7,17.4,151.07,623.65,32.28,186.21,10.64,11.1,95.08,17.85,178.82,77.95,98.25,63.63,18.94,88.17,11.29,41.85,23.92,102.42,91.34,26.51,44.82,35.94,26.33,48.94,67.03,28.61
2019-08-13,164.03,41.84,91.12,30.66,120.93,219.2,192.88,57.75,44.86,50.65,192.9,369.23,40.65,50.01,76.13,56.33,37.2,52.17,34.37,17.37,152.82,637.57,32.35,190.98,10.63,11.06,97.38,18.12,179.59,79.41,102.17,64.84,19.03,89.78,11.39,42.87,25.14,105.66,93.27,26.78,45.83,35.88,26.36,47.27,67.99,28.67
2019-08-14,162.06,40.43,89.01,29.63,116.87,208.72,186.97,57.82,43.81,49.17,185.64,352.8,39.68,48.56,74.16,54.6,36.26,52.43,32.76,16.76,147.15,620.0,31.77,187.16,10.16,10.79,94.85,17.9,174.68,75.19,99.99,63.21,19.02,87.99,10.96,41.51,24.7,101.67,90.22,26.08,44.63,34.6,25.75,46.27,65.02,27.91
2019-08-15,166.97,40.86,88.58,30.16,117.16,209.86,189.56,58.29,44.18,49.3,186.64,351.07,39.96,48.97,74.13,53.93,36.05,50.94,33.08,16.86,145.37,613.25,31.84,189.18,10.16,10.93,94.35,17.89,175.44,75.91,99.77,63.65,19.1,87.29,11.0,41.54,24.08,103.0,90.35,26.03,44.58,34.43,25.73,46.1,63.3,27.61
2019-08-16,174.6,41.54,89.47,31.29,118.98,212.85,193.22,59.56,44.34,48.81,188.79,358.74,40.19,48.82,75.13,54.63,36.29,51.7,33.62,16.72,147.74,624.53,32.88,191.51,10.4,11.07,96.7,18.34,177.83,77.32,103.56,64.83,19.38,89.99,11.27,42.33,24.94,104.6,91.45,26.04,46.03,34.59,25.66,47.55,65.83,28.1
2019-08-19,178.28,41.78,89.48,31.58,119.7,215.69,195.18,60.52,44.42,49.14,189.11,361.83,40.37,49.13,75.34,54.86,36.85,52.45,33.71,16.8,150.1,603.35,33.48,194.3,10.48,11.13,104.22,18.25,178.67,79.14,103.46,65.4,20.19,90.91,11.39,42.64,25.17,105.25,91.99,26.34,46.43,34.81,25.99,48.58,66.19,28.52
2019-08-20,177.21,41.94,89.08,31.42,117.99,214.69,194.2,60.35,44.62,48.43,187.69,374.97,40.26,48.72,74.45,54.14,36.45,49.82,33.33,16.77,148.11,612.3,33.52,191.33,10.41,11.33,108.72,17.93,179.67,78.16,102.87,65.14,19.78,90.1,11.28,42.37,24.92,107.0,91.65,26.21,46.37,34.17,25.86,48.52,64.4,28.12
2019-08-21,175.24,42.58,90.12,30.74,121.24,217.03,195.73,60.82,45.42,47.61,188.74,389.83,40.69,48.48,75.05,54.51,36.75,50.67,33.85,16.51,145.76,629.83,34.21,193.17,10.47,11.3,107.9,18.21,183.33,78.65,103.36,65.13,20.1,90.85,11.34,42.9,24.82,108.04,92.06,26.26,47.24,34.8,25.93,48.98,66.49,28.43
2019-08-22,171.91,42.13,89.0,29.49,119.47,215.26,196.34,60.55,45.41,47.25,187.13,388.54,40.98,48.55,74.69,54.59,36.52,49.42,33.39,16.6,140.95,619.4,34.23,194.12,10.63,11.21,105.45,18.35,183.97,78.37,103.29,64.13,19.98,90.73,11.48,42.13,24.8,106.66,91.54,26.14,47.58,34.56,25.66,48.86,65.65,28.37
2019-08-23,164.54,40.95,88.44,28.77,117.52,210.5,192.81,60.04,44.58,46.69,184.26,382.75,41.19,47.98,73.46,53.84,36.21,49.45,32.61,16.46,138.02,598.18,33.95,189.12,10.48,11.11,101.85,18.29,180.03,76.59,97.99,62.74,19.54,89.29,11.29,41.29,23.78,104.94,89.19,25.58,46.92,34.3,25.12,46.63,63.47,27.87
2019-08-26,165.9,41.34,88.52,29.74,118.8,213.99,195.47,60.51,44.83,47.22,184.92,395.96,41.29,48.35,73.87,54.23,36.3,49.79,32.89,16.35,137.82,602.62,34.05,191.52,10.59,11.13,103.8,18.39,182.35,76.83,98.71,63.51,20.34,88.95,11.41,41.59,23.6,106.43,89.43,25.87,47.07,34.35,25.3,46.71,64.23,28.13
2019-08-27,166.2,41.35,89.37,29.92,119.95,214.07,197.16,61.14,44.88,47.14,184.74,406.99,41.26,48.2,73.6,53.96,36.6,51.31,32.9,16.15,133.88,594.13,35.09,191.14,10.48,11.15,103.84,18.46,180.11,76.86,98.72,64.39,20.38,89.66,11.31,41.99,23.51,108.42,90.39,25.81,46.94,34.35,25.14,44.64,64.58,28.02
2019-08-28,167.48,41.65,88.98,30.3,118.41,215.75,196.84,61.38,44.8,47.81,184.97,394.8,41.31,48.7,73.9,53.84,36.83,50.1,33.01,16.43,132.67,588.15,35.5,190.55,10.51,11.2,103.59,18.68,182.7,77.87,100.28,64.79,20.41,89.18,11.35,42.54,23.58,111.06,91.16,25.97,47.15,34.21,25.32,46.09,66.37,28.5
2019-08-29,172.81,42.28,89.01,30.74,119.88,219.74,198.74,61.83,45.42,48.14,187.66,391.71,41.72,49.26,74.8,54.1,36.95,50.74,33.32,16.56,136.35,593.49,35.83,192.19,10.58,11.39,104.83,18.92,186.06,79.64,101.56,65.62,20.44,91.83,11.53,42.62,24.2,113.49,93.24,26.4,48.92,34.6,25.75,46.74,67.96,29.16
2019-08-30,175.03,42.63,90.11,30.5,119.15,222.61,198.17,62.09,45.03,49.16,188.91,385.39,41.58,50.58,74.76,54.19,36.95,51.0,33.46,16.86,134.95,594.6,35.63,194.85,10.6,11.49,104.47,18.82,184.67,80.72,102.14,65.61,20.51,91.22,11.68,42.69,23.97,113.4,93.94,26.72,50.21,34.69,26.12,46.21,68.4,29.23
2019-09-03,172.41,41.72,89.88,29.45,118.31,220.02,195.75,62.95,45.27,48.73,187.23,383.91,42.42,49.97,74.55,53.67,36.95,51.69,33.47,17.38,133.41,581.0,34.81,192.61,10.48,11.28,102.56,19.0,179.54,78.49,99.17,65.72,20.68,89.05,11.63,42.01,23.29,109.0,92.0,26.72,49.66,34.51,25.94,44.82,67.33,28.73
2019-09-04,174.33,43.15,89.2,29.88,120.55,227.27,197.71,63.61,45.34,50.41,187.56,386.49,42.38,51.6,75.14,54.19,37.31,53.68,33.66,17.6,133.45,590.0,34.53,195.4,10.59,11.68,102.54,19.11,180.7,79.17,101.85,66.48,20.89,90.94,11.84,42.4,24.03,108.84,92.62,27.28,52.17,34.4,26.69,45.48,69.45,29.02
2019-09-05,178.94,44.24,89.53,30.84,123.3,237.09,199.49,62.69,44.76,49.31,187.1,392.72,42.1,52.17,76.06,54.69,37.37,54.21,34.07,17.48,135.68,605.69,35.7,195.6,10.81,12.07,104.12,18.84,188.41,81.95,106.0,67.17,21.02,94.51,12.16,42.85,24.87,112.77,94.19,26.98,54.1,34.28,26.07,46.89,74.17,29.52
2019-09-06,176.69,43.71,89.71,31.08,121.94,238.56,201.12,62.69,44.74,49.16,189.52,380.42,42.09,52.16,76.55,55.29,37.45,55.76,34.34,17.24,136.06,597.79,35.6,195.28,10.88,11.81,102.59,19.15,203.14,83.25,105.81,67.91,21.16,94.85,12.23,42.82,24.86,113.2,94.34,27.26,54.33,34.17,26.53,45.79,74.72,29.71
2019-09-09,177.78,43.85,89.62,31.48,121.56,241.33,194.83,61.53,43.8,49.75,185.21,358.67,41.48,52.39,76.9,55.59,37.5,56.07,34.4,17.06,134.1,571.13,35.56,193.43,11.14,11.64,105.06,19.23,194.39,84.85,107.39,67.29,20.83,95.09,12.59,42.89,25.0,112.0,94.09,27.44,54.78,33.47,26.75,45.43,78.1,29.89
2019-09-10,174.99,44.1,88.54,30.87,120.78,241.67,189.66,60.38,43.27,50.36,185.72,337.24,40.89,52.86,77.84,56.25,37.84,54.54,34.72,17.07,130.0,549.17,33.91,187.29,11.49,11.62,110.4,19.42,193.26,86.84,107.86,66.41,20.98,95.76,12.9,42.97,24.81,105.94,94.0,27.72,55.33,33.5,27.14,46.2,79.21,30.55
2019-09-11,176.09,44.22,88.88,31.07,119.93,245.24,191.37,60.5,43.1,50.58,187.61,347.51,40.82,53.24,78.25,56.34,37.8,55.14,34.77,17.4,132.0,560.88,34.37,188.38,11.58,11.58,111.79,19.72,196.41,88.03,110.0,65.59,21.1,95.99,13.04,44.12,25.99,106.31,95.79,27.69,56.21,33.83,26.95,47.87,78.63,30.56
2019-09-12,178.24,44.07,89.49,31.52,120.88,246.83,195.52,60.75,42.9,50.96,191.57,356.63,41.03,53.69,78.79,56.54,37.67,54.71,34.7,17.18,128.55,571.73,34.76,189.76,11.53,11.68,111.5,19.83,198.73,87.3,110.03,67.57,21.68,97.0,12.98,44.3,25.97,108.87,95.81,28.27,56.3,34.08,27.42,48.04,79.38,30.68
2019-09-13,179.17,44.74,86.99,31.23,118.96,248.99,194.62,60.23,42.77,51.92,192.16,338.31,40.89,54.85,79.33,56.7,37.87,55.05,34.9,17.38,130.63,566.83,35.26,190.88,11.73,11.77,110.54,19.98,195.18,87.47,110.73,67.86,21.25,96.69,13.12,44.04,25.86,110.46,96.45,28.39,56.15,34.04,27.51,47.67,79.68,30.41
2019-09-16,177.07,44.6,86.14,30.85,117.51,246.21,194.16,59.58,42.51,52.04,188.52,337.93,40.6,53.65,79.5,56.82,39.35,54.08,35.16,17.33,128.17,554.05,35.0,191.12,11.58,11.76,110.98,19.71,193.7,86.46,107.57,68.15,20.92,95.1,12.95,43.71,25.4,110.11,96.14,28.04,55.7,34.01,27.08,49.67,79.41,32.44
2019-09-17,179.0,45.13,86.53,31.17,120.01,248.1,194.95,60.44,43.13,51.58,192.24,328.82,41.1,53.61,79.95,57.15,38.54,54.03,35.25,17.4,129.08,549.98,35.99,194.52,11.44,11.67,109.04,19.68,195.47,86.1,107.76,67.93,20.91,94.55,12.78,43.86,25.85,110.7,96.53,27.43,56.05,34.13,26.6,49.22,78.97,32.13
2019-09-18,180.0,45.04,86.28,31.04,119.68,249.79,194.13,60.33,43.57,51.19,192.66,325.85,41.06,53.05,80.02,57.23,38.59,54.0,35.19,17.2,127.98,542.52,35.84,194.11,11.44,11.7,108.4,19.47,195.36,84.98,107.82,67.84,22.08,94.73,12.78,44.11,25.62,110.88,96.14,27.35,56.75,34.04,26.66,49.4,78.99,31.9
2019-09-19,180.46,44.9,86.35,31.05,119.81,249.59,194.67,60.34,44.61,51.35,194.24,325.0,41.32,52.91,80.58,57.55,38.69,54.25,35.2,17.35,124.39,549.31,36.04,194.22,11.52,11.6,107.77,19.96,193.61,84.51,108.36,67.75,22.17,94.38,12.86,44.03,25.61,113.11,96.18,27.1,52.94,33.82,26.3,47.51,79.28,31.88
2019-09-20,182.51,43.87,87.07,30.94,119.4,245.79,193.09,59.37,45.18,50.99,194.11,318.82,41.63,52.82,81.31,57.68,38.99,53.89,35.34,17.39,120.7,547.97,36.29,193.0,11.45,11.35,105.16,19.85,189.3,83.57,104.8,67.36,21.76,93.18,12.82,43.91,24.84,111.39,95.54,26.07,52.4,33.67,25.09,48.33,78.25,31.74
2019-09-23,176.98,44.07,86.61,30.33,118.9,248.48,192.84,59.7,44.57,50.6,193.52,313.26,41.92,52.99,80.98,57.68,38.76,53.34,35.15,17.49,121.61,540.09,36.02,192.76,11.35,11.0,102.37,19.81,195.18,83.91,106.05,66.92,21.03,91.57,12.59,44.24,25.04,113.0,95.48,25.4,52.75,33.45,24.56,47.7,76.64,31.76
2019-09-24,171.55,44.12,86.45,29.41,118.68,246.39,190.14,60.11,45.17,49.21,191.52,295.47,42.07,51.42,80.64,57.45,38.13,52.62,35.37,17.51,116.8,537.29,35.02,192.6,11.23,11.04,97.61,19.82,193.85,82.32,103.9,65.94,21.05,91.38,12.4,43.46,24.31,111.55,95.23,24.74,51.86,33.1,23.94,45.95,77.05,31.87
2019-09-25,176.66,45.01,85.54,29.99,117.26,247.53,190.87,59.5,45.34,49.63,192.25,314.6,41.41,51.9,81.01,57.32,38.17,53.06,35.31,17.77,118.22,551.87,35.11,194.41,11.23,11.06,102.8,19.84,193.02,82.67,108.22,66.24,20.9,92.66,12.24,43.7,24.92,112.08,95.6,25.4,53.08,32.73,24.44,45.06,77.77,31.65
2019-09-26,175.0,46.46,86.88,29.58,117.66,248.04,192.12,60.32,45.47,49.48,192.3,313.14,42.04,51.42,80.9,57.38,38.25,54.67,35.73,17.8,116.2,549.86,35.34,194.73,11.21,11.13,105.07,20.05,191.54,82.49,108.41,66.48,20.86,93.09,12.19,43.59,24.99,113.66,95.8,24.67,53.66,32.91,23.79,42.45,78.49,31.61
2019-09-27,165.98,45.51,87.4,27.82,117.44,243.71,191.38,60.02,45.28,49.77,191.55,305.69,42.34,51.98,81.08,57.89,38.26,52.14,36.05,17.34,112.24,541.52,33.77,193.47,11.32,11.21,101.21,19.83,189.72,83.01,106.53,65.68,20.58,92.71,12.16,43.67,24.76,106.21,95.86,24.71,53.81,32.85,23.84,42.36,77.92,31.69
2019-09-30,167.23,46.48,86.9,28.21,117.87,248.42,192.35,60.03,44.57,49.38,193.72,311.66,42.68,52.09,81.16,58.26,37.99,53.24,35.08,17.2,114.0,551.23,34.24,193.57,11.31,11.37,102.76,19.91,192.53,83.15,109.12,66.88,21.33,93.18,12.21,43.89,24.97,110.76,95.59,24.75,53.79,32.97,23.79,40.99,78.88,31.58
2019-10-01,165.15,47.19,86.04,28.19,117.15,245.39,189.62,60.61,43.66,49.01,188.55,313.22,42.31,51.37,80.65,56.88,37.7,52.55,35.14,17.34,112.52,550.43,33.85,189.72,11.14,11.04,102.0,19.4,192.69,80.8,108.97,66.96,21.03,91.53,11.88,42.95,24.0,111.22,93.17,24.24,52.86,31.94,23.41,38.53,76.06,30.69
2019-10-02,165.77,46.43,84.35,28.06,113.66,240.29,184.85,59.31,42.46,47.68,184.11,310.36,41.19,49.75,78.99,55.05,36.59,52.03,34.14,17.29,113.9,544.09,33.71,186.0,10.73,11.08,102.62,19.08,189.13,77.76,106.7,65.65,21.0,89.01,11.59,41.86,23.99,110.39,90.47,24.34,52.25,31.66,23.41,39.09,74.98,29.98
2019-10-03,169.48,47.13,85.19,28.8,115.11,244.35,185.81,59.44,43.17,47.87,184.64,325.57,41.45,49.79,78.82,54.92,36.37,52.59,34.36,17.06,114.82,558.19,36.39,187.24,10.63,11.16,104.32,19.27,190.15,78.47,107.32,66.52,20.95,89.36,11.49,42.03,23.91,112.91,91.24,24.71,53.09,31.89,23.77,38.79,75.46,29.86
2019-10-04,170.34,47.42,85.94,28.99,115.37,246.04,189.64,59.88,43.31,48.41,186.18,327.2,41.99,50.14,79.5,55.49,36.96,52.73,34.8,16.98,116.42,559.22,37.7,192.0,10.73,11.22,104.47,19.48,193.12,79.32,109.88,67.36,20.72,89.89,11.55,42.44,24.44,114.07,91.98,24.99,53.68,32.35,24.12,39.64,76.8,29.98
2019-10-07,168.32,47.95,86.22,28.85,114.53,247.42,186.81,60.07,43.44,47.8,188.58,326.32,42.2,49.69,79.3,55.33,36.95,52.88,34.8,16.88,115.86,548.87,37.71,190.43,10.68,11.29,101.47,19.76,191.66,78.3,107.99,67.52,20.55,88.5,11.48,42.24,24.52,114.25,90.34,24.99,53.62,32.06,24.11,41.08,76.5,29.97
2019-10-08,161.93,47.86,85.32,27.73,112.9,242.08,182.2,59.27,43.04,47.47,184.11,311.05,41.88,49.24,78.42,54.87,36.85,50.93,34.78,16.99,115.08,525.63,36.58,185.71,10.59,11.12,99.53,19.62,191.37,76.25,103.75,66.59,20.01,85.53,11.43,41.31,22.95,109.58,87.68,24.74,51.21,25.41,23.73,37.36,74.5,29.09
2019-10-09,165.19,48.68,85.69,28.38,116.05,246.27,184.34,59.76,43.4,47.54,187.39,313.85,42.08,49.55,79.14,54.66,37.17,51.28,35.17,17.17,114.24,532.03,37.0,186.64,10.58,11.16,99.9,19.61,192.16,77.39,105.96,67.67,19.99,87.12,11.42,41.6,23.3,110.87,88.52,24.88,52.17,26.35,23.92,36.73,75.5,29.2
2019-10-10,166.07,48.93,85.93,28.58,115.25,251.49,183.83,59.62,43.6,48.37,191.23,324.47,42.25,50.9,79.56,54.94,37.16,51.79,35.66,17.08,112.52,542.41,37.35,188.89,10.78,11.18,103.85,20.09,198.13,78.6,107.25,67.97,20.21,88.07,11.62,41.79,23.29,112.65,88.51,23.8,52.9,27.24,22.91,36.81,76.34,29.49
2019-10-11,172.94,49.42,86.6,29.71,126.2,260.0,184.97,59.24,43.58,49.61,194.25,329.26,42.18,52.85,80.56,55.88,37.46,53.76,35.91,17.29,115.49,554.21,37.88,191.1,11.1,10.97,104.66,20.22,201.62,81.36,110.76,68.31,20.68,90.15,11.94,42.72,24.04,112.72,89.51,24.49,53.81,27.08,23.49,36.96,79.22,29.8
2019-10-14,171.16,49.91,85.93,29.83,126.05,261.64,185.5,58.87,43.84,48.62,192.53,344.3,42.17,51.84,80.6,56.0,37.42,55.32,35.62,17.25,115.17,555.58,38.12,191.28,11.05,10.62,105.46,20.18,203.04,80.86,111.24,68.15,20.48,90.42,11.98,42.24,24.05,112.88,89.47,24.74,53.88,27.24,23.66,36.68,78.84,29.94
2019-10-15,175.29,50.39,86.7,31.0,127.18,267.54,187.0,58.46,44.21,48.68,195.18,346.08,42.27,51.4,81.03,56.33,37.36,57.26,35.69,17.63,118.59,566.55,39.47,192.29,11.26,10.67,107.2,20.54,203.89,82.12,111.97,69.24,20.7,92.02,12.19,42.2,24.4,116.29,90.03,25.72,54.94,27.5,24.6,37.96,79.91,29.77
2019-10-16,177.12,50.13,87.0,31.24,128.72,254.47,186.57,59.72,43.79,48.17,196.85,323.64,42.28,50.52,80.95,56.27,37.21,58.95,35.68,17.61,116.56,548.98,40.0,192.93,11.18,10.6,108.28,20.58,203.08,81.07,108.61,69.27,20.82,92.64,12.32,42.0,23.78,113.74,90.05,26.19,54.9,27.54,24.85,37.75,80.61,29.9
2019-10-17,176.85,49.75,87.23,30.74,128.6,253.76,186.04,60.46,44.13,47.67,196.64,331.34,42.47,50.77,81.1,56.25,37.76,57.77,35.74,17.53,117.83,549.25,39.28,193.45,11.26,10.59,107.65,20.66,204.96,81.41,109.81,69.71,20.83,93.0,12.29,42.58,23.63,114.9,90.66,25.48,55.18,28.18,24.24,37.91,79.74,30.26
2019-10-18,169.13,49.28,86.88,29.93,129.13,254.42,187.08,60.5,43.87,47.53,195.79,314.34,42.53,50.95,81.48,56.45,37.48,57.21,36.11,17.35,115.33,536.27,38.96,192.91,11.35,10.57,103.74,20.61,207.11,82.56,109.01,69.74,20.84,92.81,12.33,41.85,23.68,113.82,91.0,25.8,54.98,28.49,24.35,37.91,80.35,30.15
2019-10-21,173.52,50.0,86.56,31.03,132.71,260.43,187.34,59.5,43.72,48.38,194.97,319.73,42.6,51.88,82.27,56.81,38.27,56.28,36.21,17.53,119.0,545.38,39.22,195.03,11.54,9.29,104.36,20.55,205.28,83.5,109.98,70.14,21.41,93.77,12.49,42.39,24.02,116.56,91.51,25.61,55.48,28.11,24.32,40.05,81.44,30.64
2019-10-22,169.89,50.64,86.97,30.27,131.8,255.29,182.72,59.59,43.92,48.56,191.47,299.69,42.52,52.2,81.93,57.01,38.51,54.85,36.27,17.55,118.01,536.89,38.06,193.42,11.5,9.01,103.63,20.73,204.4,84.72,107.78,69.28,21.45,93.92,12.47,42.69,24.1,108.38,91.77,23.93,55.86,28.26,22.94,39.0,81.64,30.64
2019-10-23,169.92,50.17,86.63,30.76,131.66,257.66,184.07,59.04,44.69,49.03,193.7,297.14,43.27,52.13,81.36,57.05,39.06,54.17,36.56,17.59,118.23,541.41,37.79,191.44,11.64,9.04,104.15,20.96,205.46,84.66,103.21,69.57,21.61,93.54,12.6,42.37,23.34,112.43,92.11,24.27,56.1,28.15,23.27,39.23,83.15,30.44
2019-10-24,172.55,50.95,87.24,30.72,131.79,264.97,185.0,59.03,47.25,48.87,192.99,323.34,44.02,52.02,80.96,57.23,39.21,56.58,36.59,17.63,118.83,551.62,42.72,191.34,11.69,8.93,103.69,20.65,206.84,84.25,106.07,69.89,21.96,93.88,12.5,42.3,24.4,120.23,92.9,24.35,56.24,28.66,23.27,39.77,82.36,30.34
2019-10-25,174.31,51.13,87.31,31.16,131.87,263.99,183.07,58.64,47.67,49.22,195.0,317.45,43.82,52.56,81.22,57.55,39.35,56.23,36.48,17.72,120.69,549.81,43.1,188.65,11.77,9.2,103.87,20.5,208.0,85.62,105.86,69.35,22.13,94.1,12.57,42.56,24.75,120.9,93.92,24.37,56.92,28.83,23.21,39.85,82.07,30.45
2019-10-28,178.68,51.31,86.92,31.73,132.77,266.51,182.87,58.17,47.75,49.89,196.77,324.93,44.4,53.34,81.17,57.56,39.24,56.73,36.64,17.6,140.2,540.03,41.85,187.79,11.95,9.16,104.86,20.57,205.97,87.22,108.65,69.7,22.23,94.56,12.69,42.67,25.15,121.34,94.71,24.72,57.75,29.15,23.48,44.85,81.48,30.42
2019-10-29,176.89,51.47,88.39,31.78,131.74,264.6,184.8,58.42,47.59,49.72,199.11,312.52,44.59,53.37,80.91,57.44,37.93,56.66,36.43,17.72,135.99,542.01,42.04,188.57,12.08,9.31,102.9,20.33,205.58,88.96,114.41,69.2,21.84,94.43,12.71,43.36,24.71,121.0,99.2,24.92,57.97,28.97,23.62,48.92,79.71,30.28
2019-10-30,177.53,51.91,87.61,31.69,133.23,265.65,186.58,59.05,49.02,49.37,199.19,319.12,45.64,52.53,80.95,57.14,38.46,57.23,36.43,18.07,140.45,551.05,42.91,194.65,11.84,9.32,102.93,20.29,205.85,88.25,114.81,70.12,21.99,90.15,12.53,43.21,24.4,122.64,99.14,24.91,57.85,29.05,23.61,52.04,78.09,30.2
2019-10-31,176.67,51.63,87.44,31.15,132.58,261.97,185.42,59.24,49.03,48.91,198.35,313.57,45.8,52.01,80.66,57.07,37.91,57.17,36.41,17.97,144.3,521.52,42.81,193.16,11.77,9.59,101.85,20.42,204.27,87.11,113.68,70.02,22.0,89.5,12.38,43.33,24.39,122.06,98.44,25.15,58.03,29.81,23.87,50.37,77.84,29.69
2019-11-01,176.46,52.1,87.63,31.49,133.69,270.6,188.22,58.79,48.39,49.99,198.8,316.76,45.27,53.98,81.15,57.35,38.7,57.91,36.87,18.66,146.92,490.0,42.75,195.85,11.96,9.52,104.64,20.47,200.69,88.61,118.0,70.7,21.74,91.52,12.62,43.82,25.14,119.62,99.98,25.43,57.62,30.59,24.19,50.89,79.42,30.9
