date,Close
2019-01-02,287.99
2019-01-03,287.5
2019-01-04,302.74
2019-01-07,301.47
2019-01-08,300.71
2019-01-09,297.64
2019-01-10,292.67
2019-01-11,294.54
2019-01-14,291.56
2019-01-15,294.0
2019-01-16,293.81
2019-01-17,294.41
2019-01-18,291.4
2019-01-22,284.97
2019-01-23,284.53
2019-01-24,287.58
2019-01-25,291.41
2019-01-28,290.86
2019-01-29,289.78
2019-01-30,289.91
2019-01-31,331.05
2019-02-01,340.95
2019-02-04,337.0
2019-02-05,340.7
2019-02-06,343.51
2019-02-07,344.51
2019-02-08,344.16
2019-02-11,337.82
2019-02-12,340.4
2019-02-13,338.49
2019-02-14,341.6
2019-02-15,349.06
2019-02-19,348.43
2019-02-20,349.76
2019-02-21,349.54
2019-02-22,350.08
2019-02-25,348.9
2019-02-26,346.32
2019-02-27,345.03
2019-02-28,344.91
2019-03-01,346.58
2019-03-04,346.1
2019-03-05,343.75
2019-03-06,340.56
2019-03-07,340.03
2019-03-08,337.54
2019-03-11,341.08
2019-03-12,342.51
2019-03-13,348.13
2019-03-14,352.71
2019-03-15,355.92
2019-03-18,357.35
2019-03-19,360.45
2019-03-20,362.44
2019-03-21,366.27
2019-03-22,360.78
2019-03-25,356.84
2019-03-26,356.03
2019-03-27,355.51
2019-03-28,352.87
2019-03-29,346.91
2019-04-01,346.22
2019-04-02,346.63
2019-04-03,345.37
2019-04-04,345.72
2019-04-05,351.44
2019-04-08,354.14
2019-04-09,354.56
2019-04-10,354.35
2019-04-11,355.25
2019-04-12,356.05
2019-04-15,357.34
2019-04-16,358.05
2019-04-17,361.69
2019-04-18,359.37
2019-04-22,358.05
2019-04-23,358.63
2019-04-24,360.5
2019-04-25,366.76
2019-04-26,370.15
2019-04-29,370.97
2019-04-30,371.19
2019-05-01,371.04
2019-05-02,370.41
2019-05-03,377.68
2019-05-06,376.28
2019-05-07,374.74
2019-05-08,372.32
2019-05-09,374.33
2019-05-10,377.89
2019-05-13,368.89
2019-05-14,373.15
2019-05-15,377.19
2019-05-16,382.19
2019-05-17,386.41
2019-05-20,377.29
2019-05-21,379.21
2019-05-22,378.08
2019-05-23,375.51
2019-05-24,375.0
2019-05-28,377.0
2019-05-29,375.37
2019-05-30,379.22
2019-05-31,376.8
2019-06-03,377.65
2019-06-04,387.67
2019-06-05,384.96
2019-06-06,387.31
2019-06-07,394.04
2019-06-10,395.41
2019-06-11,391.64
2019-06-12,391.16
2019-06-13,389.72
2019-06-14,392.08
2019-06-17,394.07
2019-06-18,395.21
2019-06-19,397.75
2019-06-20,398.77
2019-06-21,394.69
2019-06-24,392.44
2019-06-25,390.91
2019-06-26,388.24
2019-06-27,391.41
2019-06-28,395.18
2019-07-01,397.74
2019-07-02,398.69
2019-07-03,400.0
2019-07-05,401.68
2019-07-08,399.4
2019-07-09,401.22
2019-07-10,407.21
2019-07-11,410.25
2019-07-12,414.31
2019-07-15,414.63
2019-07-16,414.84
2019-07-17,414.56
2019-07-18,415.62
2019-07-19,409.79
2019-07-22,407.86
2019-07-23,407.53
2019-07-24,409.67
2019-07-25,405.5
2019-07-26,398.79
2019-07-29,393.65
2019-07-30,394.56
2019-07-31,385.38
2019-08-01,384.38
2019-08-02,384.66
2019-08-05,379.74
2019-08-06,381.99
2019-08-07,375.03
2019-08-08,380.03
2019-08-09,379.57
2019-08-12,376.28
2019-08-13,379.37
2019-08-14,375.18
2019-08-15,380.94
2019-08-16,384.51
2019-08-19,388.42
2019-08-20,391.55
2019-08-21,392.13
2019-08-22,391.04
2019-08-23,385.51
2019-08-26,396.78
2019-08-27,398.49
2019-08-28,400.5
2019-08-29,407.24
2019-08-30,409.59
2019-09-03,411.81
2019-09-04,419.47
2019-09-05,422.05
2019-09-06,425.72
2019-09-09,419.78
2019-09-10,421.34
2019-09-11,425.0
2019-09-12,425.0
2019-09-13,425.52
2019-09-16,423.25
2019-09-17,425.15
2019-09-18,425.42
2019-09-19,427.42
2019-09-20,420.35
2019-09-23,421.51
2019-09-24,417.53
2019-09-25,416.66
2019-09-26,411.0
2019-09-27,406.21
2019-09-30,412.12
2019-10-01,405.6
2019-10-02,410.75
2019-10-03,416.67
2019-10-04,427.72
2019-10-07,430.04
2019-10-08,428.07
2019-10-09,429.28
2019-10-10,426.93
2019-10-11,423.16
2019-10-14,422.96
2019-10-15,432.92
2019-10-16,438.1
2019-10-17,441.93
2019-10-18,440.05
2019-10-21,438.16
2019-10-22,437.23
2019-10-23,435.56
2019-10-24,435.07
2019-10-25,462.19
2019-10-28,467.09
2019-10-29,464.07
2019-10-30,468.78
2019-10-31,467.86
2019-11-01,476.48
2019-11-04,473.5
2019-11-05,473.25
2019-11-06,469.03
2019-11-07,468.44
2019-11-08,469.75
2019-11-11,473.5
2019-11-12,474.07
2019-11-13,480.16
2019-11-14,479.97
2019-11-15,475.6
2019-11-18,474.07
2019-11-19,478.97
2019-11-20,479.08
2019-11-21,474.65
2019-11-22,468.5
2019-11-25,466.06
2019-11-26,467.31
2019-11-27,473.78
2019-11-29,470.01
2019-12-02,470.33
2019-12-03,469.86
2019-12-04,462.05
2019-12-05,467.27
2019-12-06,467.85
2019-12-09,468.66
2019-12-10,461.71
2019-12-11,465.87
2019-12-12,469.6
2019-12-13,475.27
2019-12-16,470.23
2019-12-17,471.13
2019-12-18,466.52
2019-12-19,475.67
2019-12-20,476.22
2019-12-23,480.72
2019-12-24,480.86
2019-12-26,485.73
2019-12-27,483.69
2019-12-30,483.08
2019-12-31,485.08
2020-01-02,490.43
2020-01-03,494.47
2020-01-06,497.45
2020-01-07,499.16
2020-01-08,500.77
2020-01-09,507.28
2020-01-10,505.03
2020-01-13,510.15
2020-01-14,509.62
2020-01-15,515.4
2020-01-16,508.78
2020-01-17,502.73
2020-01-21,503.59
2020-01-22,510.5
2020-01-23,513.14
2020-01-24,504.67
2020-01-27,504.08
2020-01-28,499.34
2020-01-29,490.74
2020-01-30,492.98
2020-01-31,517.46
2020-02-03,532.05
2020-02-04,531.75
2020-02-05,522.18
2020-02-06,526.56
2020-02-07,525.21
2020-02-10,530.34
2020-02-11,530.94
2020-02-12,534.0
2020-02-13,534.73
2020-02-14,534.89
2020-02-18,537.6
2020-02-19,542.46
2020-02-20,539.22
2020-02-21,535.34
2020-02-24,528.7
2020-02-25,517.99
2020-02-26,518.09
2020-02-27,508.55
2020-02-28,493.17
2020-03-02,497.13
2020-03-03,495.03
2020-03-04,522.84
2020-03-05,505.14
2020-03-06,496.72
2020-03-09,463.21
2020-03-10,476.76
2020-03-11,450.65
2020-03-12,427.54
2020-03-13,454.19
2020-03-16,389.11
2020-03-17,393.02
2020-03-18,381.52
2020-03-19,393.06
2020-03-20,371.7
2020-03-23,381.78
2020-03-24,419.4
2020-03-25,420.77
2020-03-26,454.17
2020-03-27,439.7
