date,Close
2019-01-02,20.63
2019-01-03,19.93
2019-01-04,20.72
2019-01-07,20.95
2019-01-08,21.21
2019-01-09,21.21
2019-01-10,21.47
2019-01-11,21.17
2019-01-14,20.79
2019-01-15,21.01
2019-01-16,21.05
2019-01-17,21.23
2019-01-18,21.75
2019-01-22,21.32
2019-01-23,21.44
2019-01-24,21.77
2019-01-25,22.1
2019-01-28,21.98
2019-01-29,21.88
2019-01-30,22.2
2019-01-31,22.03
2019-02-01,22.26
2019-02-04,22.55
2019-02-05,22.8
2019-02-06,23.07
2019-02-07,22.86
2019-02-08,22.92
2019-02-11,22.86
2019-02-12,23.35
2019-02-13,23.32
2019-02-14,23.23
2019-02-15,23.28
2019-02-19,23.25
2019-02-20,23.38
2019-02-21,23.39
2019-02-22,23.74
2019-02-25,23.91
2019-02-26,23.9
2019-02-27,23.85
2019-02-28,19.73
2019-03-01,19.6
2019-03-04,19.53
2019-03-05,19.36
2019-03-06,19.08
2019-03-07,18.82
2019-03-08,18.74
2019-03-11,19.04
2019-03-12,19.06
2019-03-13,19.61
2019-03-14,19.64
2019-03-15,19.94
2019-03-18,19.95
2019-03-19,20.0
2019-03-20,19.99
2019-03-21,20.22
2019-03-22,19.34
2019-03-25,18.97
2019-03-26,19.13
2019-03-27,18.93
2019-03-28,19.0
2019-03-29,19.43
2019-04-01,20.05
2019-04-02,19.72
2019-04-03,19.75
2019-04-04,19.76
2019-04-05,19.79
2019-04-08,19.94
2019-04-09,19.59
2019-04-10,19.97
2019-04-11,19.94
2019-04-12,20.21
2019-04-15,20.2
2019-04-16,20.57
2019-04-17,20.5
2019-04-18,20.52
2019-04-22,19.88
2019-04-23,20.09
2019-04-24,19.87
2019-04-25,19.6
2019-04-26,19.41
2019-04-29,19.66
2019-04-30,19.95
2019-05-01,19.93
2019-05-02,20.04
2019-05-03,20.29
2019-05-06,20.09
2019-05-07,19.61
2019-05-08,19.53
2019-05-09,19.29
2019-05-10,19.12
2019-05-13,18.27
2019-05-14,18.3
2019-05-15,18.73
2019-05-16,18.94
2019-05-17,19.02
2019-05-20,18.96
2019-05-21,19.44
2019-05-22,19.2
2019-05-23,19.19
2019-05-24,20.03
2019-05-28,19.66
2019-05-29,19.0
2019-05-30,19.14
2019-05-31,18.68
2019-06-03,18.66
2019-06-04,19.39
2019-06-05,19.56
2019-06-06,19.66
2019-06-07,19.71
2019-06-10,19.88
2019-06-11,19.86
2019-06-12,19.92
2019-06-13,19.99
2019-06-14,19.91
2019-06-17,19.9
2019-06-18,20.52
2019-06-19,20.63
2019-06-20,20.86
2019-06-21,20.7
2019-06-24,20.66
2019-06-25,20.6
2019-06-26,20.79
2019-06-27,20.74
2019-06-28,20.79
2019-07-01,20.99
2019-07-02,21.06
2019-07-03,21.16
2019-07-05,21.16
2019-07-08,20.74
2019-07-09,20.63
2019-07-10,20.59
2019-07-11,20.85
2019-07-12,21.23
2019-07-15,21.35
2019-07-16,21.31
2019-07-17,21.18
2019-07-18,21.38
2019-07-19,21.39
2019-07-22,21.44
2019-07-23,21.63
2019-07-24,21.57
2019-07-25,21.33
2019-07-26,21.52
2019-07-29,21.5
2019-07-30,21.54
2019-07-31,21.04
2019-08-01,20.99
2019-08-02,20.14
2019-08-05,19.16
2019-08-06,19.25
2019-08-07,19.09
2019-08-08,19.53
2019-08-09,19.28
2019-08-12,18.94
2019-08-13,19.54
2019-08-14,19.28
2019-08-15,18.63
2019-08-16,19.08
2019-08-19,19.21
2019-08-20,18.91
2019-08-21,18.96
2019-08-22,18.93
2019-08-23,17.81
2019-08-26,17.84
2019-08-27,17.73
2019-08-28,17.79
2019-08-29,18.09
2019-08-30,18.29
2019-09-03,18.15
2019-09-04,18.36
2019-09-05,18.91
2019-09-06,19.1
2019-09-09,19.01
2019-09-10,18.99
2019-09-11,19.06
2019-09-12,18.75
2019-09-13,19.08
2019-09-16,18.87
2019-09-17,18.87
2019-09-18,18.71
2019-09-19,18.75
2019-09-20,18.47
2019-09-23,18.52
2019-09-24,18.15
2019-09-25,18.41
2019-09-26,18.42
2019-09-27,18.53
2019-09-30,18.92
2019-10-01,18.59
2019-10-02,18.59
2019-10-03,18.4
2019-10-04,16.64
2019-10-07,16.8
2019-10-08,16.3
2019-10-09,16.4
2019-10-10,16.03
2019-10-11,16.24
2019-10-14,16.54
2019-10-15,16.81
2019-10-16,17.04
2019-10-17,16.96
2019-10-18,16.85
2019-10-21,17.0
2019-10-22,17.12
2019-10-23,17.12
2019-10-24,17.12
2019-10-25,17.33
2019-10-28,17.63
2019-10-29,17.6
2019-10-30,17.62
2019-10-31,17.37
2019-11-01,17.78
2019-11-04,18.0
2019-11-05,18.4
2019-11-06,19.57
2019-11-07,19.39
2019-11-08,19.52
2019-11-11,19.64
2019-11-12,19.53
2019-11-13,19.53
2019-11-14,20.13
2019-11-15,20.18
2019-11-18,20.01
2019-11-19,20.11
2019-11-20,19.7
2019-11-21,19.65
2019-11-22,19.94
2019-11-25,20.15
2019-11-26,20.06
2019-11-27,19.79
2019-11-29,20.08
2019-12-02,19.83
2019-12-03,19.63
2019-12-04,20.04
2019-12-05,20.32
2019-12-06,20.5
2019-12-09,20.47
2019-12-10,20.2
2019-12-11,20.07
2019-12-12,20.43
2019-12-13,20.35
2019-12-16,20.52
2019-12-17,20.37
2019-12-18,20.33
2019-12-19,20.3
2019-12-20,20.56
2019-12-23,20.56
2019-12-24,20.59
2019-12-26,20.69
2019-12-27,20.53
2019-12-30,20.49
2019-12-31,20.55
2020-01-02,20.79
2020-01-03,20.53
2020-01-06,20.61
2020-01-07,20.66
2020-01-08,20.93
2020-01-09,21.24
2020-01-10,21.38
2020-01-13,21.46
2020-01-14,21.4
2020-01-15,21.42
2020-01-16,21.67
2020-01-17,21.97
2020-01-21,21.96
2020-01-22,21.93
2020-01-23,22.1
2020-01-24,21.98
2020-01-27,21.58
2020-01-28,21.64
2020-01-29,21.43
2020-01-30,21.53
2020-01-31,21.32
2020-02-03,21.3
2020-02-04,21.55
2020-02-05,21.78
2020-02-06,21.84
2020-02-07,21.73
2020-02-10,21.9
2020-02-11,22.23
2020-02-12,22.48
2020-02-13,22.22
2020-02-14,22.37
2020-02-18,22.24
2020-02-19,22.43
2020-02-20,22.64
2020-02-21,22.7
2020-02-24,22.1
2020-02-25,23.35
2020-02-26,22.71
2020-02-27,21.88
2020-02-28,20.79
2020-03-02,21.86
2020-03-03,20.75
2020-03-04,21.6
2020-03-05,21.54
2020-03-06,21.41
2020-03-09,18.96
2020-03-10,19.79
2020-03-11,19.36
2020-03-12,17.51
2020-03-13,17.18
2020-03-16,14.46
2020-03-17,14.4
2020-03-18,13.11
2020-03-19,14.4
2020-03-20,13.95
2020-03-23,13.7
2020-03-24,15.47
2020-03-25,15.38
2020-03-26,17.94
2020-03-27,16.86
2020-03-30,17.84
2020-03-31,17.36
2020-04-01,14.84
2020-04-02,15.49
2020-04-03,14.48
2020-04-06,15.0
2020-04-07,15.12
2020-04-08,15.72
2020-04-09,15.97
2020-04-13,15.54
2020-04-14,15.92
2020-04-15,15.0
2020-04-16,15.24
2020-04-17,15.52
2020-04-20,15.36
2020-04-21,14.42
2020-04-22,14.79
2020-04-23,14.62
2020-04-24,15.0
2020-04-27,15.03
2020-04-28,15.52
2020-04-29,16.28
2020-04-30,15.51
2020-05-01,14.71
2020-05-04,14.9
2020-05-05,14.81
2020-05-06,14.66
2020-05-07,14.95
2020-05-08,15.66
2020-05-11,15.42
2020-05-12,14.87
2020-05-13,14.06
2020-05-14,14.51
2020-05-15,14.86
2020-05-18,16.12
2020-05-19,16.73
2020-05-20,17.3
2020-05-21,17.18
2020-05-22,17.0
2020-05-26,17.06
2020-05-27,17.12
2020-05-28,15.01
2020-05-29,15.14
2020-06-01,15.13
2020-06-02,15.79
2020-06-03,16.86
2020-06-04,16.47
2020-06-05,17.41
2020-06-08,18.17
2020-06-09,17.5
2020-06-10,16.89
2020-06-11,15.66
2020-06-12,16.28
2020-06-15,16.87
2020-06-16,17.25
2020-06-17,16.82
2020-06-18,16.92
2020-06-19,16.78
2020-06-22,16.93
2020-06-23,17.01
2020-06-24,16.2
2020-06-25,16.37
2020-06-26,16.61
2020-06-29,17.13
2020-06-30,17.43
2020-07-01,17.0
2020-07-02,17.07
2020-07-06,17.46
2020-07-07,16.63
2020-07-08,16.75
2020-07-09,16.41
2020-07-10,16.99
2020-07-13,17.08
2020-07-14,17.79
2020-07-15,17.79
2020-07-16,17.83
2020-07-17,17.55
2020-07-20,17.65
2020-07-21,17.48
2020-07-22,17.73
2020-07-23,17.66
2020-07-24,17.5
2020-07-27,17.81
2020-07-28,16.7
2020-07-29,17.08
2020-07-30,17.24
2020-07-31,17.58
2020-08-03,17.77
2020-08-04,17.89
2020-08-05,17.97
2020-08-06,18.27
2020-08-07,18.47
2020-08-10,18.98
2020-08-11,18.57
2020-08-12,18.8
2020-08-13,18.38
2020-08-14,18.18
2020-08-17,17.95
2020-08-18,18.24
2020-08-19,18.14
2020-08-20,18.15
2020-08-21,18.23
2020-08-24,18.65
2020-08-25,18.44
2020-08-26,18.33
2020-08-27,18.7
2020-08-28,19.85
2020-08-31,19.55
2020-09-01,19.26
2020-09-02,19.84
2020-09-03,19.3
2020-09-04,19.23
2020-09-08,19.45
2020-09-09,19.7
2020-09-10,19.01
2020-09-11,19.29
2020-09-14,19.33
2020-09-15,19.26
2020-09-16,19.41
2020-09-17,19.14
2020-09-18,18.95
2020-09-21,18.34
2020-09-22,18.44
2020-09-23,18.32
2020-09-24,18.15
2020-09-25,18.3
2020-09-28,18.86
2020-09-29,18.92
2020-09-30,18.99
2020-10-01,19.0
2020-10-02,19.09
2020-10-05,19.31
2020-10-06,18.96
2020-10-07,19.23
2020-10-08,19.4
2020-10-09,19.37
2020-10-12,19.83
2020-10-13,19.68
2020-10-14,19.5
2020-10-15,19.56
2020-10-16,19.6
2020-10-19,19.36
2020-10-20,19.37
2020-10-21,19.22
2020-10-22,19.35
2020-10-23,19.12
2020-10-26,18.25
2020-10-27,17.98
2020-10-28,17.35
2020-10-29,17.78
2020-10-30,17.96
2020-11-02,18.41
2020-11-03,18.62
2020-11-04,18.28
2020-11-05,19.13
2020-11-06,19.25
2020-11-09,19.73
2020-11-10,19.87
2020-11-11,19.36
2020-11-12,18.93
2020-11-13,19.61
