Date,TSM_cap_mom,BABA_cap_mom,ASML_cap_mom,NVS_cap_mom,UN_cap_mom,ACN_cap_mom,AZN_cap_mom,LIN_cap_mom,JD_cap_mom,BHP_cap_mom,RY_cap_mom,TD_cap_mom,SAP_cap_mom,GSK_cap_mom,RIO_cap_mom,SHOP_cap_mom,BP_cap_mom,INFY_cap_mom,BIDU_cap_mom,UBS_cap_mom,MELI_cap_mom,VOD_cap_mom,TAK_cap_mom,AON_cap_mom,ETN_cap_mom,NTES_cap_mom,INFO_cap_mom,ENB_cap_mom,TAL_cap_mom,NXPI_cap_mom,TT_cap_mom,TEL_cap_mom,SPOT_cap_mom,CS_cap_mom,LULU_cap_mom,JCI_cap_mom,MRVL_cap_mom,SU_cap_mom,STX_cap_mom,LBTYA_cap_mom,LBTYK_cap_mom,ALV_cap_mom,CRSP_cap_mom,QGEN_cap_mom,ZTO_cap_mom,EDU_cap_mom
2020-11-13,7225852072856.885,5672311944368.393,3022680283272.804,2958846281596.0635,2525427777431.7866,2495076238908.537,2342529649128.52,2225333285550.959,2052685993899.4653,1995500149961.3154,1900664866746.5564,1621184110763.868,1524195867699.8909,1445038564002.3374,1229330459564.1477,1158499027494.387,1105902654681.8323,968674461935.8055,915968648934.8641,911920646568.1055,823167685850.6805,812770661753.5117,781512973543.473,747317993236.243,738211661568.8564,724651944880.8445,710352101566.6124,685136356587.9321,678404895595.1455,667554015339.8289,660410353443.2513,602627496738.9369,553854714076.1115,508846921286.9184,492169834911.7793,484640122314.235,418415412538.23395,355965973381.83966,245012925650.82147,208122299121.43594,202873190540.79233,129400817012.31079,113976907230.73296,111232012476.87523,60656184251.044044,54279296988.8608
