date,Close
2019-01-02,42.46
2019-01-03,42.35
2019-01-04,43.13
2019-01-07,43.07
2019-01-08,43.38
2019-01-09,43.2
2019-01-10,43.85
2019-01-11,43.93
2019-01-14,42.81
2019-01-15,43.68
2019-01-16,43.67
2019-01-17,43.87
2019-01-18,44.02
2019-01-22,44.35
2019-01-23,44.85
2019-01-24,45.07
2019-01-25,43.55
2019-01-28,43.12
2019-01-29,43.22
2019-01-30,43.4
2019-01-31,44.74
2019-02-01,44.46
2019-02-04,44.53
2019-02-05,44.54
2019-02-06,44.53
2019-02-07,45.34
2019-02-08,45.75
2019-02-11,45.75
2019-02-12,45.82
2019-02-13,45.71
2019-02-14,45.65
2019-02-15,46.01
2019-02-19,46.34
2019-02-20,46.41
2019-02-21,46.64
2019-02-22,47.03
2019-02-25,46.97
2019-02-26,47.06
2019-02-27,46.7
2019-02-28,46.93
2019-03-01,46.89
2019-03-04,47.06
2019-03-05,47.08
2019-03-06,46.89
2019-03-07,46.98
2019-03-08,47.17
2019-03-11,47.38
2019-03-12,47.72
2019-03-13,47.74
2019-03-14,47.74
2019-03-15,47.81
2019-03-18,47.72
2019-03-19,47.12
2019-03-20,47.47
2019-03-21,47.98
2019-03-22,48.48
2019-03-25,48.4
2019-03-26,48.75
2019-03-27,48.48
2019-03-28,47.98
2019-03-29,48.33
2019-04-01,47.62
2019-04-02,47.37
2019-04-03,47.33
2019-04-04,47.1
2019-04-05,47.52
2019-04-08,47.16
2019-04-09,47.43
2019-04-10,47.15
2019-04-11,47.51
2019-04-12,47.71
2019-04-15,47.79
2019-04-16,47.38
2019-04-17,47.41
2019-04-18,47.34
2019-04-22,47.6
2019-04-23,47.45
2019-04-24,47.51
2019-04-25,47.62
2019-04-26,47.93
2019-04-29,47.94
2019-04-30,48.61
2019-05-01,48.32
2019-05-02,47.93
2019-05-03,48.1
2019-05-06,47.72
2019-05-07,47.44
2019-05-08,46.97
2019-05-09,47.15
2019-05-10,47.94
2019-05-13,48.73
2019-05-14,48.72
2019-05-15,48.72
2019-05-16,49.28
2019-05-17,49.74
2019-05-20,49.84
2019-05-21,49.72
2019-05-22,50.48
2019-05-23,50.88
2019-05-24,50.84
2019-05-28,50.29
2019-05-29,49.68
2019-05-30,49.74
