date,Close
2019-01-02,219.42
2019-01-03,212.17
2019-01-04,221.76
2019-01-07,224.75
2019-01-08,229.98
2019-01-09,236.39
2019-01-10,238.86
2019-01-11,240.0
2019-01-14,235.04
2019-01-15,235.47
2019-01-16,234.63
2019-01-17,238.17
2019-01-18,240.66
2019-01-22,240.7
2019-01-23,241.46
2019-01-24,240.58
2019-01-25,240.9
2019-01-28,237.88
2019-01-29,236.9
2019-01-30,245.06
2019-01-31,245.67
2019-02-01,243.43
2019-02-04,243.59
2019-02-05,246.01
2019-02-06,247.25
2019-02-07,242.91
2019-02-08,243.51
2019-02-11,244.57
2019-02-12,248.33
2019-02-13,247.39
2019-02-14,246.14
2019-02-15,252.49
2019-02-19,250.83
2019-02-20,252.22
2019-02-21,251.45
2019-02-22,252.1
2019-02-25,253.84
2019-02-26,253.99
2019-02-27,259.14
2019-02-28,259.57
2019-03-01,264.06
2019-03-04,259.45
2019-03-05,254.46
2019-03-06,251.24
2019-03-07,250.81
2019-03-08,249.85
2019-03-11,254.32
2019-03-12,254.92
2019-03-13,258.87
2019-03-14,261.43
2019-03-15,263.09
2019-03-18,263.53
2019-03-19,265.96
2019-03-20,265.63
2019-03-21,271.05
2019-03-22,263.81
2019-03-25,268.8
2019-03-26,271.44
2019-03-27,268.85
2019-03-28,270.3
2019-03-29,273.72
2019-04-01,276.19
2019-04-02,274.81
2019-04-03,276.76
2019-04-04,275.05
2019-04-05,276.49
2019-04-08,278.42
2019-04-09,277.8
2019-04-10,278.85
2019-04-11,280.51
2019-04-12,280.65
2019-04-15,277.56
2019-04-16,266.83
2019-04-17,257.51
2019-04-18,259.78
2019-04-22,259.09
2019-04-23,263.92
2019-04-24,261.56
2019-04-25,269.55
2019-04-26,273.22
2019-04-29,272.52
2019-04-30,277.45
2019-05-01,276.49
2019-05-02,277.81
2019-05-03,278.64
2019-05-06,278.96
2019-05-07,271.7
2019-05-08,270.51
2019-05-09,269.0
2019-05-10,269.18
2019-05-13,261.08
2019-05-14,267.39
2019-05-15,263.04
2019-05-16,267.02
2019-05-17,261.73
2019-05-20,262.91
2019-05-21,265.36
2019-05-22,271.66
2019-05-23,271.02
2019-05-24,271.8
2019-05-28,266.38
2019-05-29,264.76
2019-05-30,267.98
2019-05-31,266.98
2019-06-03,265.28
2019-06-04,267.97
2019-06-05,274.79
2019-06-06,276.26
2019-06-07,281.69
2019-06-10,283.76
2019-06-11,285.05
2019-06-12,285.22
2019-06-13,286.24
2019-06-14,285.26
2019-06-17,285.93
2019-06-18,289.2
2019-06-19,292.78
2019-06-20,293.34
2019-06-21,294.46
2019-06-24,295.55
2019-06-25,293.53
2019-06-26,292.23
2019-06-27,293.77
2019-06-28,293.68
2019-07-01,299.41
2019-07-02,301.11
2019-07-03,305.43
2019-07-05,300.65
2019-07-08,297.81
2019-07-09,296.9
2019-07-10,296.52
2019-07-11,295.55
2019-07-12,290.94
2019-07-15,288.83
2019-07-16,286.21
2019-07-17,287.0
2019-07-18,293.73
2019-07-19,289.82
2019-07-22,291.73
2019-07-23,293.62
2019-07-24,288.36
2019-07-25,290.59
2019-07-26,287.21
2019-07-29,288.92
2019-07-30,283.91
2019-07-31,277.68
2019-08-01,277.81
2019-08-02,274.82
2019-08-05,268.46
2019-08-06,275.96
2019-08-07,274.79
2019-08-08,280.5
2019-08-09,276.37
2019-08-12,272.0
2019-08-13,275.17
2019-08-14,269.48
2019-08-15,273.31
2019-08-16,276.15
2019-08-19,279.52
2019-08-20,276.19
2019-08-21,278.27
2019-08-22,278.17
2019-08-23,269.36
2019-08-26,270.92
2019-08-27,272.93
2019-08-28,276.06
2019-08-29,285.77
2019-08-30,287.06
2019-09-03,283.53
2019-09-04,285.9
2019-09-05,294.02
2019-09-06,295.05
2019-09-09,292.02
2019-09-10,289.5
2019-09-11,294.94
2019-09-12,294.97
2019-09-13,297.65
2019-09-16,295.33
2019-09-17,292.71
2019-09-18,294.96
2019-09-19,295.25
2019-09-20,296.33
2019-09-23,290.45
2019-09-24,285.16
2019-09-25,282.33
2019-09-26,286.85
2019-09-27,287.4
2019-09-30,291.27
2019-10-01,287.4
2019-10-02,279.53
2019-10-03,282.91
2019-10-04,292.3
2019-10-07,289.16
2019-10-08,271.93
2019-10-09,276.51
2019-10-10,280.66
2019-10-11,283.64
2019-10-14,284.25
2019-10-15,286.02
2019-10-16,280.56
2019-10-17,281.59
2019-10-18,281.42
2019-10-21,283.54
2019-10-22,280.99
2019-10-23,296.93
2019-10-24,293.44
2019-10-25,296.68
2019-10-28,299.9
2019-10-29,297.95
2019-10-30,301.86
2019-10-31,301.98
2019-11-01,303.6
2019-11-04,300.77
2019-11-05,292.63
2019-11-06,294.57
2019-11-07,293.54
2019-11-08,294.65
2019-11-11,293.53
2019-11-12,295.97
2019-11-13,300.02
2019-11-14,300.84
2019-11-15,306.81
2019-11-18,300.99
2019-11-19,306.42
2019-11-20,307.33
2019-11-21,305.31
2019-11-22,307.77
2019-11-25,310.6
2019-11-26,313.45
2019-11-27,315.42
2019-11-29,313.95
2019-12-02,313.04
2019-12-03,312.89
2019-12-04,315.64
2019-12-05,316.0
2019-12-06,320.12
2019-12-09,316.43
2019-12-10,317.09
2019-12-11,318.08
2019-12-12,319.36
2019-12-13,320.5
2019-12-16,321.46
2019-12-17,319.79
2019-12-18,319.6
2019-12-19,323.25
2019-12-20,326.72
2019-12-23,328.04
2019-12-24,326.51
2019-12-26,325.71
2019-12-27,326.55
2019-12-30,325.04
2019-12-31,324.87
2020-01-02,326.37
2020-01-03,322.82
2020-01-06,325.14
2020-01-07,326.98
2020-01-08,327.5
2020-01-09,329.61
2020-01-10,328.73
2020-01-13,332.02
2020-01-14,332.8
2020-01-15,335.2
