date,Close
2019-01-02,135.55
2019-01-03,130.4
2019-01-04,137.96
2019-01-07,142.22
2019-01-08,145.72
2019-01-09,145.99
2019-01-10,147.04
2019-01-11,147.55
2019-01-14,146.05
2019-01-15,149.19
2019-01-16,148.54
2019-01-17,149.82
2019-01-18,152.51
2019-01-22,148.95
2019-01-23,149.75
2019-01-24,146.87
2019-01-25,149.74
2019-01-28,147.33
2019-01-29,145.18
2019-01-30,149.16
2019-01-31,151.97
2019-02-01,155.87
2019-02-04,157.72
2019-02-05,158.99
2019-02-06,158.13
2019-02-07,154.93
2019-02-08,156.67
2019-02-11,159.91
2019-02-12,162.79
2019-02-13,160.4
2019-02-14,159.47
2019-02-15,159.05
2019-02-19,160.61
2019-02-20,158.54
2019-02-21,159.63
2019-02-22,161.31
2019-02-25,161.36
2019-02-26,163.0
2019-02-27,163.12
2019-02-28,163.65
2019-03-01,164.53
2019-03-04,158.5
2019-03-05,156.97
2019-03-06,156.79
2019-03-07,155.6
2019-03-08,155.06
2019-03-11,157.65
2019-03-12,158.28
2019-03-13,159.81
2019-03-14,160.67
2019-03-15,161.51
2019-03-18,161.95
2019-03-19,163.93
2019-03-20,163.51
2019-03-21,166.95
2019-03-22,161.5
2019-03-25,160.88
2019-03-26,159.4
2019-03-27,155.12
2019-03-28,155.18
2019-03-29,158.37
2019-04-01,161.18
2019-04-02,160.51
2019-04-03,162.62
2019-04-04,158.52
2019-04-05,158.56
2019-04-08,158.47
2019-04-09,156.97
2019-04-10,160.24
2019-04-11,160.73
2019-04-12,160.71
2019-04-15,160.09
2019-04-16,158.69
2019-04-17,155.34
2019-04-18,155.99
2019-04-22,158.76
2019-04-23,161.23
2019-04-24,159.56
2019-04-25,163.09
2019-04-26,165.96
2019-04-29,165.36
2019-04-30,165.35
2019-05-01,162.15
2019-05-02,161.83
2019-05-03,163.34
2019-05-06,162.5
2019-05-07,156.9
2019-05-08,156.86
2019-05-09,156.31
2019-05-10,159.94
2019-05-13,153.15
2019-05-14,158.07
2019-05-15,155.06
2019-05-16,158.48
2019-05-17,154.57
2019-05-20,155.98
2019-05-21,155.78
2019-05-22,157.64
2019-05-23,153.71
2019-05-24,154.51
2019-05-28,155.19
2019-05-29,152.89
2019-05-30,155.66
2019-05-31,151.41
2019-06-03,145.1
2019-06-04,150.81
2019-06-05,158.44
2019-06-06,159.31
2019-06-07,161.27
2019-06-10,152.79
2019-06-11,150.15
2019-06-12,151.28
2019-06-13,151.34
2019-06-14,150.01
2019-06-17,150.29
2019-06-18,150.59
2019-06-19,154.14
2019-06-20,157.2
2019-06-21,156.84
2019-06-24,152.56
2019-06-25,149.34
2019-06-26,149.04
2019-06-27,150.69
2019-06-28,151.73
2019-07-01,154.06
2019-07-02,154.12
2019-07-03,155.59
2019-07-05,154.58
2019-07-08,152.81
2019-07-09,153.95
2019-07-10,156.27
2019-07-11,158.9
2019-07-12,158.08
2019-07-15,159.65
2019-07-16,157.13
2019-07-17,158.24
2019-07-18,157.98
2019-07-19,156.75
2019-07-22,157.7
2019-07-23,156.25
2019-07-24,159.75
2019-07-25,159.35
2019-07-26,159.97
2019-07-29,156.21
2019-07-30,156.96
2019-07-31,154.5
2019-08-01,150.81
2019-08-02,145.7
2019-08-05,142.82
2019-08-06,142.8
2019-08-07,141.64
2019-08-08,143.82
2019-08-09,143.37
2019-08-12,140.72
2019-08-13,143.88
2019-08-14,139.72
2019-08-15,142.13
2019-08-16,143.89
2019-08-19,143.67
2019-08-20,145.54
2019-08-21,147.38
2019-08-22,148.24
2019-08-23,151.57
2019-08-26,155.14
2019-08-27,153.57
2019-08-28,151.83
2019-08-29,155.93
2019-08-30,156.07
2019-09-03,152.73
2019-09-04,152.46
2019-09-05,153.77
2019-09-06,151.07
2019-09-09,149.54
2019-09-10,149.65
2019-09-11,154.09
2019-09-12,154.75
2019-09-13,152.98
2019-09-16,153.01
2019-09-17,152.82
2019-09-18,152.77
2019-09-19,153.6
2019-09-20,155.2
2019-09-23,154.65
2019-09-24,152.05
2019-09-25,152.99
2019-09-26,152.34
2019-09-27,148.26
2019-09-30,148.44
2019-10-01,147.69
2019-10-02,144.22
2019-10-03,147.0
2019-10-04,148.03
2019-10-07,148.8
2019-10-08,145.91
2019-10-09,147.05
2019-10-10,146.41
2019-10-11,149.37
2019-10-14,149.37
2019-10-15,152.74
2019-10-16,146.97
2019-10-17,146.17
2019-10-18,144.09
2019-10-21,144.55
2019-10-22,142.33
2019-10-23,145.13
2019-10-24,148.12
2019-10-25,150.49
2019-10-28,154.79
2019-10-29,155.09
2019-10-30,158.28
2019-10-31,156.49
2019-11-01,159.74
2019-11-04,157.6
2019-11-05,158.15
2019-11-06,158.93
2019-11-07,159.5
2019-11-08,161.11
2019-11-11,161.78
2019-11-12,162.86
2019-11-13,162.6
2019-11-14,163.05
2019-11-15,163.21
2019-11-18,162.77
2019-11-19,163.96
2019-11-20,164.2
2019-11-21,162.88
2019-11-22,162.81
2019-11-25,161.71
2019-11-26,162.54
2019-11-27,161.51
2019-11-29,162.89
2019-12-02,161.0
2019-12-03,161.57
2019-12-04,156.43
2019-12-05,158.22
2019-12-06,158.01
2019-12-09,157.48
2019-12-10,156.4
2019-12-11,156.39
2019-12-12,158.59
2019-12-13,161.13
2019-12-16,161.96
2019-12-17,161.63
2019-12-18,161.48
2019-12-19,163.33
2019-12-20,164.55
2019-12-23,163.74
2019-12-24,163.25
2019-12-26,164.51
2019-12-27,164.98
2019-12-30,162.44
2019-12-31,162.64
2020-01-02,166.99
2020-01-03,166.17
2020-01-06,173.45
2020-01-07,176.0
2020-01-08,177.33
2020-01-09,179.6
2020-01-10,180.2
2020-01-13,183.85
2020-01-14,182.12
2020-01-15,181.06
2020-01-16,182.69
2020-01-17,182.23
2020-01-21,185.27
2020-01-22,182.75
2020-01-23,183.98
2020-01-24,182.11
2020-01-27,180.71
2020-01-28,182.85
2020-01-29,181.77
2020-01-30,185.67
2020-01-31,182.31
2020-02-03,185.42
2020-02-04,188.34
2020-02-05,185.49
2020-02-06,186.73
2020-02-07,185.72
2020-02-10,189.12
2020-02-11,189.11
2020-02-12,189.46
2020-02-13,188.64
2020-02-14,189.95
2020-02-18,191.09
2020-02-19,192.87
2020-02-20,193.36
2020-02-21,189.5
2020-02-24,185.94
2020-02-25,181.27
2020-02-26,178.87
2020-02-27,172.15
2020-02-28,170.4
2020-03-02,176.76
2020-03-03,169.37
2020-03-04,175.69
2020-03-05,169.6
2020-03-06,164.08
2020-03-09,151.21
2020-03-10,161.34
2020-03-11,154.57
2020-03-12,140.59
2020-03-13,147.78
2020-03-16,124.3
2020-03-17,135.42
2020-03-18,132.24
2020-03-19,139.46
2020-03-20,139.35
2020-03-23,140.52
2020-03-24,153.64
2020-03-25,147.06
2020-03-26,154.73
2020-03-27,146.0
2020-03-30,149.85
2020-03-31,143.98
2020-04-01,134.06
2020-04-02,134.32
2020-04-03,134.31
2020-04-06,147.55
2020-04-07,145.07
2020-04-08,151.12
2020-04-09,154.55
2020-04-13,152.5
2020-04-14,157.71
2020-04-15,155.63
2020-04-16,157.06
2020-04-17,162.62
2020-04-20,162.76
2020-04-21,150.56
2020-04-22,154.14
2020-04-23,151.72
2020-04-24,153.98
2020-04-27,157.63
2020-04-28,154.46
2020-04-29,160.43
2020-04-30,161.95
2020-05-01,156.37
2020-05-04,161.47
2020-05-05,163.25
2020-05-06,163.67
2020-05-07,169.9
2020-05-08,175.9
2020-05-11,182.67
2020-05-12,177.54
2020-05-13,169.64
2020-05-14,167.0
2020-05-15,171.33
2020-05-18,172.5
2020-05-19,176.04
2020-05-20,176.93
2020-05-21,175.26
2020-05-22,177.85
2020-05-26,176.52
2020-05-27,176.6
2020-05-28,181.1
2020-05-29,174.79
2020-06-01,176.36
2020-06-02,174.23
2020-06-03,174.99
2020-06-04,171.44
2020-06-05,173.88
2020-06-08,176.55
2020-06-09,174.56
2020-06-10,182.1
2020-06-11,172.05
2020-06-12,175.11
2020-06-15,178.61
2020-06-16,180.48
2020-06-17,181.4
2020-06-18,187.66
2020-06-19,186.95
2020-06-22,191.65
2020-06-23,189.06
2020-06-24,185.55
2020-06-25,188.34
2020-06-26,183.17
2020-06-29,183.33
2020-06-30,187.33
2020-07-01,191.89
2020-07-02,192.53
2020-07-06,197.72
2020-07-07,196.38
2020-07-08,200.28
2020-07-09,200.74
2020-07-10,198.88
2020-07-13,188.34
2020-07-14,189.56
2020-07-15,188.09
2020-07-16,185.51
2020-07-17,187.78
2020-07-20,195.09
2020-07-21,190.8
2020-07-22,191.31
2020-07-23,188.54
2020-07-24,188.49
2020-07-27,190.96
2020-07-28,189.5
2020-07-29,193.61
2020-07-30,191.7
2020-07-31,194.85
2020-08-03,203.19
2020-08-04,201.41
2020-08-05,202.64
2020-08-06,207.79
2020-08-07,201.05
2020-08-10,197.16
2020-08-11,191.99
2020-08-12,192.62
2020-08-13,195.14
2020-08-14,193.46
2020-08-17,196.74
2020-08-18,204.01
2020-08-19,205.11
2020-08-20,209.51
2020-08-21,207.53
2020-08-24,208.46
2020-08-25,216.05
2020-08-26,272.32
2020-08-27,276.32
2020-08-28,271.1
2020-08-31,272.65
2020-09-01,281.25
2020-09-02,276.69
2020-09-03,265.01
2020-09-04,254.7
2020-09-08,241.27
2020-09-09,250.43
2020-09-10,247.8
2020-09-11,243.1
2020-09-14,246.64
2020-09-15,251.68
2020-09-16,250.6
2020-09-17,244.53
2020-09-18,242.78
2020-09-21,245.05
2020-09-22,247.78
2020-09-23,235.99
2020-09-24,237.55
2020-09-25,242.74
2020-09-28,246.67
2020-09-29,247.45
2020-09-30,251.32
2020-10-01,253.45
2020-10-02,247.85
2020-10-05,251.53
2020-10-06,250.14
2020-10-07,259.98
2020-10-08,260.22
2020-10-09,265.98
2020-10-12,267.07
2020-10-13,266.83
2020-10-14,261.83
2020-10-15,257.72
2020-10-16,258.55
2020-10-19,255.01
2020-10-20,255.97
2020-10-21,254.23
2020-10-22,249.67
2020-10-23,250.52
2020-10-26,241.98
2020-10-27,250.3
2020-10-28,238.43
2020-10-29,237.14
2020-10-30,232.27
2020-11-02,232.45
2020-11-03,237.13
2020-11-04,250.74
2020-11-05,260.22
2020-11-06,260.15
2020-11-09,259.28
2020-11-10,247.66
2020-11-11,254.18
2020-11-12,249.42
2020-11-13,249.51
